MUNIDESC,SALE_YEAR,SALE_MONTH,sale_count
BALDWIN BORO,2013,7,13
BALDWIN BORO,2013,8,23
BALDWIN BORO,2013,9,11
BALDWIN BORO,2013,10,14
BALDWIN BORO,2013,11,12
BALDWIN BORO,2013,12,9
BALDWIN BORO,2014,1,3
BALDWIN BORO,2014,2,1
BALDWIN BORO,2014,3,3
BALDWIN BORO,2014,4,2
BALDWIN BORO,2014,5,3
BALDWIN BORO,2014,6,9
BALDWIN BORO,2014,7,10
BALDWIN BORO,2014,8,2
BALDWIN BORO,2014,9,5
BALDWIN BORO,2014,10,1
BALDWIN BORO,2014,11,2
BALDWIN BORO,2014,12,0
BALDWIN BORO,2015,1,3
BALDWIN BORO,2015,2,2
BALDWIN BORO,2015,3,6
BALDWIN BORO,2015,4,2
BALDWIN BORO,2015,5,14
BALDWIN BORO,2015,6,7
BALDWIN BORO,2015,7,7
BALDWIN BORO,2015,8,9
BALDWIN BORO,2015,9,2
BALDWIN BORO,2015,10,4
BALDWIN BORO,2015,11,2
BALDWIN BORO,2015,12,3
BALDWIN BORO,2016,1,1
BALDWIN BORO,2016,2,4
BALDWIN BORO,2016,3,10
BALDWIN BORO,2016,4,6
BALDWIN BORO,2016,5,13
BALDWIN BORO,2016,6,16
BALDWIN BORO,2016,7,12
BALDWIN BORO,2016,8,12
BALDWIN BORO,2016,9,11
BALDWIN BORO,2016,10,7
BALDWIN BORO,2016,11,8
BALDWIN BORO,2016,12,3
BALDWIN BORO,2017,1,5
BALDWIN BORO,2017,2,1
BALDWIN BORO,2017,3,8
BALDWIN BORO,2017,4,9
BALDWIN BORO,2017,5,9
BALDWIN BORO,2017,6,7
BALDWIN BORO,2017,7,7
BALDWIN BORO,2017,8,13
BALDWIN BORO,2017,9,11
BALDWIN BORO,2017,10,11
BALDWIN BORO,2017,11,6
BALDWIN BORO,2017,12,3
BALDWIN BORO,2018,1,4
BALDWIN BORO,2018,2,4
BALDWIN BORO,2018,3,8
BALDWIN BORO,2018,4,4
BALDWIN BORO,2018,5,9
BALDWIN BORO,2018,6,4
BALDWIN BORO,2018,7,11
BALDWIN BORO,2018,8,14
BALDWIN BORO,2018,9,7
BALDWIN BORO,2018,10,6
BALDWIN BORO,2018,11,5
BALDWIN BORO,2018,12,6
BALDWIN BORO,2019,1,6
BALDWIN BORO,2019,2,3
BALDWIN BORO,2019,3,4
BALDWIN BORO,2019,4,6
BALDWIN BORO,2019,5,11
BALDWIN BORO,2019,6,9
BALDWIN BORO,2019,7,7
BALDWIN BORO,2019,8,3
BALDWIN BORO,2019,9,11
BALDWIN BORO,2019,10,9
BALDWIN BORO,2019,11,3
BALDWIN BORO,2019,12,3
BALDWIN BORO,2020,1,7
BALDWIN BORO,2020,2,15
BALDWIN BORO,2020,3,12
BALDWIN BORO,2020,4,7
BALDWIN BORO,2020,5,5
BALDWIN BORO,2020,6,10
BALDWIN BORO,2020,7,19
BALDWIN BORO,2020,8,14
BALDWIN BORO,2020,9,15
BALDWIN BORO,2020,10,18
BALDWIN BORO,2020,11,19
BALDWIN BORO,2020,12,8
BALDWIN BORO,2021,1,4
BALDWIN BORO,2021,2,4
BALDWIN BORO,2021,3,8
BALDWIN BORO,2021,4,11
BALDWIN BORO,2021,5,12
BALDWIN BORO,2021,6,15
BALDWIN BORO,2021,7,28
BALDWIN BORO,2021,8,12
BALDWIN BORO,2021,9,16
BALDWIN BORO,2021,10,11
BALDWIN BORO,2021,11,13
BALDWIN BORO,2021,12,18
BALDWIN BORO,2022,1,13
BALDWIN BORO,2022,2,11
BALDWIN BORO,2022,3,15
BALDWIN BORO,2022,4,12
BALDWIN BORO,2022,5,24
BALDWIN BORO,2022,6,28
BALDWIN BORO,2022,7,18
BALDWIN BORO,2022,8,11
BALDWIN BORO,2022,9,16
BALDWIN BORO,2022,10,11
BALDWIN BORO,2022,11,14
BALDWIN BORO,2022,12,6
BALDWIN BORO,2023,1,10
BALDWIN BORO,2023,2,12
BALDWIN BORO,2023,3,17
BALDWIN BORO,2023,4,18
BALDWIN BORO,2023,5,13
BALDWIN BORO,2023,6,26
BALDWIN BORO,2023,7,8
BALDWIN BORO,2023,8,14
BALDWIN BORO,2023,9,14
BALDWIN BORO,2023,10,17
BALDWIN BORO,2023,11,12
BALDWIN BORO,2023,12,7
BALDWIN BORO,2024,1,9
BALDWIN BORO,2024,2,8
BALDWIN BORO,2024,3,17
BALDWIN BORO,2024,4,14
BALDWIN BORO,2024,5,18
BALDWIN BORO,2024,6,24
BALDWIN BORO,2024,7,20
BALDWIN BORO,2024,8,19
BALDWIN BORO,2024,9,11
BALDWIN BORO,2024,10,22
BALDWIN BORO,2024,11,13
BALDWIN BORO,2024,12,16
BALDWIN BORO,2025,1,5
BALDWIN BORO,2025,2,14
BALDWIN BORO,2025,3,15
BALDWIN BORO,2025,4,22
BALDWIN BORO,2025,5,14
BALDWIN BORO,2025,6,0
BALDWIN BORO,2025,7,0
BALDWIN BORO,2025,8,0
BALDWIN BORO,2025,9,0
BALDWIN BORO,2025,10,0
BALDWIN BORO,2025,11,0
BALDWIN BORO,2025,12,0
BALDWIN TWP,2012,1,1
BALDWIN TWP,2012,2,0
BALDWIN TWP,2012,3,1
BALDWIN TWP,2012,4,2
BALDWIN TWP,2012,5,4
BALDWIN TWP,2012,6,2
BALDWIN TWP,2012,7,2
BALDWIN TWP,2012,8,1
BALDWIN TWP,2012,9,0
BALDWIN TWP,2012,10,2
BALDWIN TWP,2012,11,0
BALDWIN TWP,2012,12,1
BALDWIN TWP,2013,1,2
BALDWIN TWP,2013,2,0
BALDWIN TWP,2013,3,0
BALDWIN TWP,2013,4,0
BALDWIN TWP,2013,5,4
BALDWIN TWP,2013,6,4
BALDWIN TWP,2013,7,1
BALDWIN TWP,2013,8,0
BALDWIN TWP,2013,9,0
BALDWIN TWP,2013,10,1
BALDWIN TWP,2013,11,0
BALDWIN TWP,2013,12,1
BALDWIN TWP,2014,1,1
BALDWIN TWP,2014,2,1
BALDWIN TWP,2014,3,0
BALDWIN TWP,2014,4,0
BALDWIN TWP,2014,5,1
BALDWIN TWP,2014,6,3
BALDWIN TWP,2014,7,0
BALDWIN TWP,2014,8,2
BALDWIN TWP,2014,9,1
BALDWIN TWP,2014,10,2
BALDWIN TWP,2014,11,0
BALDWIN TWP,2014,12,0
BALDWIN TWP,2015,1,0
BALDWIN TWP,2015,2,1
BALDWIN TWP,2015,3,0
BALDWIN TWP,2015,4,0
BALDWIN TWP,2015,5,0
BALDWIN TWP,2015,6,1
BALDWIN TWP,2015,7,2
BALDWIN TWP,2015,8,2
BALDWIN TWP,2015,9,2
BALDWIN TWP,2015,10,3
BALDWIN TWP,2015,11,1
BALDWIN TWP,2015,12,0
BALDWIN TWP,2016,1,0
BALDWIN TWP,2016,2,0
BALDWIN TWP,2016,3,4
BALDWIN TWP,2016,4,2
BALDWIN TWP,2016,5,5
BALDWIN TWP,2016,6,1
BALDWIN TWP,2016,7,4
BALDWIN TWP,2016,8,2
BALDWIN TWP,2016,9,1
BALDWIN TWP,2016,10,1
BALDWIN TWP,2016,11,2
BALDWIN TWP,2016,12,0
BALDWIN TWP,2017,1,0
BALDWIN TWP,2017,2,0
BALDWIN TWP,2017,3,0
BALDWIN TWP,2017,4,1
BALDWIN TWP,2017,5,2
BALDWIN TWP,2017,6,0
BALDWIN TWP,2017,7,2
BALDWIN TWP,2017,8,2
BALDWIN TWP,2017,9,0
BALDWIN TWP,2017,10,2
BALDWIN TWP,2017,11,1
BALDWIN TWP,2017,12,0
BALDWIN TWP,2018,1,1
BALDWIN TWP,2018,2,3
BALDWIN TWP,2018,3,2
BALDWIN TWP,2018,4,0
BALDWIN TWP,2018,5,5
BALDWIN TWP,2018,6,1
BALDWIN TWP,2018,7,1
BALDWIN TWP,2018,8,1
BALDWIN TWP,2018,9,2
BALDWIN TWP,2018,10,3
BALDWIN TWP,2018,11,2
BALDWIN TWP,2018,12,1
BALDWIN TWP,2019,1,0
BALDWIN TWP,2019,2,2
BALDWIN TWP,2019,3,2
BALDWIN TWP,2019,4,2
BALDWIN TWP,2019,5,0
BALDWIN TWP,2019,6,0
BALDWIN TWP,2019,7,1
BALDWIN TWP,2019,8,2
BALDWIN TWP,2019,9,1
BALDWIN TWP,2019,10,1
BALDWIN TWP,2019,11,0
BALDWIN TWP,2019,12,0
BALDWIN TWP,2020,1,0
BALDWIN TWP,2020,2,0
BALDWIN TWP,2020,3,2
BALDWIN TWP,2020,4,2
BALDWIN TWP,2020,5,1
BALDWIN TWP,2020,6,1
BALDWIN TWP,2020,7,3
BALDWIN TWP,2020,8,2
BALDWIN TWP,2020,9,0
BALDWIN TWP,2020,10,0
BALDWIN TWP,2020,11,0
BALDWIN TWP,2020,12,2
BALDWIN TWP,2021,1,0
BALDWIN TWP,2021,2,0
BALDWIN TWP,2021,3,0
BALDWIN TWP,2021,4,2
BALDWIN TWP,2021,5,1
BALDWIN TWP,2021,6,1
BALDWIN TWP,2021,7,1
BALDWIN TWP,2021,8,4
BALDWIN TWP,2021,9,2
BALDWIN TWP,2021,10,2
BALDWIN TWP,2021,11,1
BALDWIN TWP,2021,12,4
BALDWIN TWP,2022,1,2
BALDWIN TWP,2022,2,1
BALDWIN TWP,2022,3,2
BALDWIN TWP,2022,4,2
BALDWIN TWP,2022,5,1
BALDWIN TWP,2022,6,2
BALDWIN TWP,2022,7,2
BALDWIN TWP,2022,8,3
BALDWIN TWP,2022,9,1
BALDWIN TWP,2022,10,3
BALDWIN TWP,2022,11,0
BALDWIN TWP,2022,12,2
BALDWIN TWP,2023,1,2
BALDWIN TWP,2023,2,1
BALDWIN TWP,2023,3,2
BALDWIN TWP,2023,4,1
BALDWIN TWP,2023,5,0
BALDWIN TWP,2023,6,2
BALDWIN TWP,2023,7,2
BALDWIN TWP,2023,8,1
BALDWIN TWP,2023,9,2
BALDWIN TWP,2023,10,2
BALDWIN TWP,2023,11,3
BALDWIN TWP,2023,12,0
BALDWIN TWP,2024,1,1
BALDWIN TWP,2024,2,1
BALDWIN TWP,2024,3,3
BALDWIN TWP,2024,4,3
BALDWIN TWP,2024,5,3
BALDWIN TWP,2024,6,0
BALDWIN TWP,2024,7,1
BALDWIN TWP,2024,8,2
BALDWIN TWP,2024,9,0
BALDWIN TWP,2024,10,2
BALDWIN TWP,2024,11,0
BALDWIN TWP,2024,12,1
BALDWIN TWP,2025,1,2
BALDWIN TWP,2025,2,1
BALDWIN TWP,2025,3,0
BALDWIN TWP,2025,4,3
BALDWIN TWP,2025,5,4
BALDWIN TWP,2025,6,0
BALDWIN TWP,2025,7,0
BALDWIN TWP,2025,8,0
BALDWIN TWP,2025,9,0
BALDWIN TWP,2025,10,0
BALDWIN TWP,2025,11,0
BALDWIN TWP,2025,12,0
BELL ACRES,2012,1,3
BELL ACRES,2012,2,0
BELL ACRES,2012,3,0
BELL ACRES,2012,4,0
BELL ACRES,2012,5,2
BELL ACRES,2012,6,2
BELL ACRES,2012,7,2
BELL ACRES,2012,8,1
BELL ACRES,2012,9,1
BELL ACRES,2012,10,1
BELL ACRES,2012,11,0
BELL ACRES,2012,12,2
BELL ACRES,2013,1,0
BELL ACRES,2013,2,1
BELL ACRES,2013,3,0
BELL ACRES,2013,4,1
BELL ACRES,2013,5,1
BELL ACRES,2013,6,3
BELL ACRES,2013,7,0
BELL ACRES,2013,8,1
BELL ACRES,2013,9,1
BELL ACRES,2013,10,1
BELL ACRES,2013,11,2
BELL ACRES,2013,12,1
BELL ACRES,2014,1,0
BELL ACRES,2014,2,1
BELL ACRES,2014,3,0
BELL ACRES,2014,4,0
BELL ACRES,2014,5,0
BELL ACRES,2014,6,0
BELL ACRES,2014,7,1
BELL ACRES,2014,8,0
BELL ACRES,2014,9,0
BELL ACRES,2014,10,1
BELL ACRES,2014,11,0
BELL ACRES,2014,12,0
BELL ACRES,2015,1,4
BELL ACRES,2015,2,0
BELL ACRES,2015,3,0
BELL ACRES,2015,4,0
BELL ACRES,2015,5,1
BELL ACRES,2015,6,0
BELL ACRES,2015,7,0
BELL ACRES,2015,8,1
BELL ACRES,2015,9,1
BELL ACRES,2015,10,0
BELL ACRES,2015,11,0
BELL ACRES,2015,12,0
BELL ACRES,2016,1,0
BELL ACRES,2016,2,0
BELL ACRES,2016,3,0
BELL ACRES,2016,4,1
BELL ACRES,2016,5,2
BELL ACRES,2016,6,2
BELL ACRES,2016,7,1
BELL ACRES,2016,8,1
BELL ACRES,2016,9,1
BELL ACRES,2016,10,2
BELL ACRES,2016,11,0
BELL ACRES,2016,12,0
BELL ACRES,2017,1,1
BELL ACRES,2017,2,0
BELL ACRES,2017,3,0
BELL ACRES,2017,4,1
BELL ACRES,2017,5,0
BELL ACRES,2017,6,2
BELL ACRES,2017,7,0
BELL ACRES,2017,8,1
BELL ACRES,2017,9,0
BELL ACRES,2017,10,1
BELL ACRES,2017,11,1
BELL ACRES,2017,12,2
BELL ACRES,2018,1,1
BELL ACRES,2018,2,0
BELL ACRES,2018,3,1
BELL ACRES,2018,4,2
BELL ACRES,2018,5,2
BELL ACRES,2018,6,3
BELL ACRES,2018,7,0
BELL ACRES,2018,8,2
BELL ACRES,2018,9,0
BELL ACRES,2018,10,1
BELL ACRES,2018,11,1
BELL ACRES,2018,12,0
BELL ACRES,2019,1,1
BELL ACRES,2019,2,0
BELL ACRES,2019,3,1
BELL ACRES,2019,4,1
BELL ACRES,2019,5,1
BELL ACRES,2019,6,1
BELL ACRES,2019,7,0
BELL ACRES,2019,8,2
BELL ACRES,2019,9,1
BELL ACRES,2019,10,0
BELL ACRES,2019,11,0
BELL ACRES,2019,12,2
BELL ACRES,2020,1,2
BELL ACRES,2020,2,0
BELL ACRES,2020,3,2
BELL ACRES,2020,4,1
BELL ACRES,2020,5,0
BELL ACRES,2020,6,5
BELL ACRES,2020,7,4
BELL ACRES,2020,8,1
BELL ACRES,2020,9,1
BELL ACRES,2020,10,1
BELL ACRES,2020,11,2
BELL ACRES,2020,12,3
BELL ACRES,2021,1,0
BELL ACRES,2021,2,0
BELL ACRES,2021,3,0
BELL ACRES,2021,4,0
BELL ACRES,2021,5,1
BELL ACRES,2021,6,0
BELL ACRES,2021,7,3
BELL ACRES,2021,8,1
BELL ACRES,2021,9,0
BELL ACRES,2021,10,2
BELL ACRES,2021,11,1
BELL ACRES,2021,12,0
BELL ACRES,2022,1,0
BELL ACRES,2022,2,1
BELL ACRES,2022,3,4
BELL ACRES,2022,4,0
BELL ACRES,2022,5,1
BELL ACRES,2022,6,1
BELL ACRES,2022,7,1
BELL ACRES,2022,8,1
BELL ACRES,2022,9,0
BELL ACRES,2022,10,2
BELL ACRES,2022,11,2
BELL ACRES,2022,12,0
BELL ACRES,2023,1,0
BELL ACRES,2023,2,0
BELL ACRES,2023,3,1
BELL ACRES,2023,4,0
BELL ACRES,2023,5,3
BELL ACRES,2023,6,2
BELL ACRES,2023,7,1
BELL ACRES,2023,8,1
BELL ACRES,2023,9,3
BELL ACRES,2023,10,0
BELL ACRES,2023,11,0
BELL ACRES,2023,12,0
BELL ACRES,2024,1,1
BELL ACRES,2024,2,1
BELL ACRES,2024,3,4
BELL ACRES,2024,4,1
BELL ACRES,2024,5,0
BELL ACRES,2024,6,1
BELL ACRES,2024,7,0
BELL ACRES,2024,8,1
BELL ACRES,2024,9,1
BELL ACRES,2024,10,1
BELL ACRES,2024,11,0
BELL ACRES,2024,12,4
BELL ACRES,2025,1,1
BELL ACRES,2025,2,1
BELL ACRES,2025,3,0
BELL ACRES,2025,4,2
BELL ACRES,2025,5,0
BELL ACRES,2025,6,0
BELL ACRES,2025,7,0
BELL ACRES,2025,8,0
BELL ACRES,2025,9,0
BELL ACRES,2025,10,0
BELL ACRES,2025,11,0
BELL ACRES,2025,12,0
BELLEVUE,2012,1,4
BELLEVUE,2012,2,2
BELLEVUE,2012,3,7
BELLEVUE,2012,4,3
BELLEVUE,2012,5,7
BELLEVUE,2012,6,1
BELLEVUE,2012,7,11
BELLEVUE,2012,8,6
BELLEVUE,2012,9,5
BELLEVUE,2012,10,4
BELLEVUE,2012,11,5
BELLEVUE,2012,12,3
BELLEVUE,2013,1,2
BELLEVUE,2013,2,0
BELLEVUE,2013,3,2
BELLEVUE,2013,4,4
BELLEVUE,2013,5,6
BELLEVUE,2013,6,3
BELLEVUE,2013,7,3
BELLEVUE,2013,8,2
BELLEVUE,2013,9,2
BELLEVUE,2013,10,3
BELLEVUE,2013,11,3
BELLEVUE,2013,12,4
BELLEVUE,2014,1,2
BELLEVUE,2014,2,0
BELLEVUE,2014,3,1
BELLEVUE,2014,4,2
BELLEVUE,2014,5,0
BELLEVUE,2014,6,3
BELLEVUE,2014,7,1
BELLEVUE,2014,8,1
BELLEVUE,2014,9,4
BELLEVUE,2014,10,0
BELLEVUE,2014,11,0
BELLEVUE,2014,12,0
BELLEVUE,2015,1,5
BELLEVUE,2015,2,1
BELLEVUE,2015,3,0
BELLEVUE,2015,4,1
BELLEVUE,2015,5,4
BELLEVUE,2015,6,4
BELLEVUE,2015,7,4
BELLEVUE,2015,8,1
BELLEVUE,2015,9,3
BELLEVUE,2015,10,1
BELLEVUE,2015,11,1
BELLEVUE,2015,12,2
BELLEVUE,2016,1,1
BELLEVUE,2016,2,2
BELLEVUE,2016,3,3
BELLEVUE,2016,4,2
BELLEVUE,2016,5,3
BELLEVUE,2016,6,5
BELLEVUE,2016,7,3
BELLEVUE,2016,8,6
BELLEVUE,2016,9,3
BELLEVUE,2016,10,5
BELLEVUE,2016,11,4
BELLEVUE,2016,12,0
BELLEVUE,2017,1,2
BELLEVUE,2017,2,0
BELLEVUE,2017,3,5
BELLEVUE,2017,4,5
BELLEVUE,2017,5,4
BELLEVUE,2017,6,2
BELLEVUE,2017,7,2
BELLEVUE,2017,8,2
BELLEVUE,2017,9,0
BELLEVUE,2017,10,8
BELLEVUE,2017,11,1
BELLEVUE,2017,12,1
BELLEVUE,2018,1,2
BELLEVUE,2018,2,2
BELLEVUE,2018,3,0
BELLEVUE,2018,4,5
BELLEVUE,2018,5,7
BELLEVUE,2018,6,8
BELLEVUE,2018,7,4
BELLEVUE,2018,8,7
BELLEVUE,2018,9,2
BELLEVUE,2018,10,1
BELLEVUE,2018,11,4
BELLEVUE,2018,12,1
BELLEVUE,2019,1,1
BELLEVUE,2019,2,0
BELLEVUE,2019,3,1
BELLEVUE,2019,4,0
BELLEVUE,2019,5,2
BELLEVUE,2019,6,4
BELLEVUE,2019,7,1
BELLEVUE,2019,8,7
BELLEVUE,2019,9,1
BELLEVUE,2019,10,3
BELLEVUE,2019,11,2
BELLEVUE,2019,12,4
BELLEVUE,2020,1,1
BELLEVUE,2020,2,0
BELLEVUE,2020,3,1
BELLEVUE,2020,4,1
BELLEVUE,2020,5,1
BELLEVUE,2020,6,2
BELLEVUE,2020,7,5
BELLEVUE,2020,8,1
BELLEVUE,2020,9,4
BELLEVUE,2020,10,2
BELLEVUE,2020,11,0
BELLEVUE,2020,12,3
BELLEVUE,2021,1,1
BELLEVUE,2021,2,1
BELLEVUE,2021,3,0
BELLEVUE,2021,4,3
BELLEVUE,2021,5,4
BELLEVUE,2021,6,3
BELLEVUE,2021,7,5
BELLEVUE,2021,8,1
BELLEVUE,2021,9,1
BELLEVUE,2021,10,5
BELLEVUE,2021,11,4
BELLEVUE,2021,12,5
BELLEVUE,2022,1,4
BELLEVUE,2022,2,2
BELLEVUE,2022,3,2
BELLEVUE,2022,4,2
BELLEVUE,2022,5,3
BELLEVUE,2022,6,9
BELLEVUE,2022,7,7
BELLEVUE,2022,8,2
BELLEVUE,2022,9,3
BELLEVUE,2022,10,5
BELLEVUE,2022,11,0
BELLEVUE,2022,12,6
BELLEVUE,2023,1,6
BELLEVUE,2023,2,6
BELLEVUE,2023,3,11
BELLEVUE,2023,4,4
BELLEVUE,2023,5,5
BELLEVUE,2023,6,8
BELLEVUE,2023,7,2
BELLEVUE,2023,8,4
BELLEVUE,2023,9,5
BELLEVUE,2023,10,6
BELLEVUE,2023,11,9
BELLEVUE,2023,12,1
BELLEVUE,2024,1,2
BELLEVUE,2024,2,5
BELLEVUE,2024,3,2
BELLEVUE,2024,4,1
BELLEVUE,2024,5,3
BELLEVUE,2024,6,2
BELLEVUE,2024,7,6
BELLEVUE,2024,8,4
BELLEVUE,2024,9,2
BELLEVUE,2024,10,4
BELLEVUE,2024,11,5
BELLEVUE,2024,12,1
BELLEVUE,2025,1,1
BELLEVUE,2025,2,2
BELLEVUE,2025,3,3
BELLEVUE,2025,4,2
BELLEVUE,2025,5,3
BELLEVUE,2025,6,0
BELLEVUE,2025,7,0
BELLEVUE,2025,8,0
BELLEVUE,2025,9,0
BELLEVUE,2025,10,0
BELLEVUE,2025,11,0
BELLEVUE,2025,12,0
BEN AVON,2012,1,1
BEN AVON,2012,2,1
BEN AVON,2012,3,3
BEN AVON,2012,4,4
BEN AVON,2012,5,2
BEN AVON,2012,6,3
BEN AVON,2012,7,1
BEN AVON,2012,8,4
BEN AVON,2012,9,0
BEN AVON,2012,10,1
BEN AVON,2012,11,0
BEN AVON,2012,12,0
BEN AVON,2013,1,2
BEN AVON,2013,2,2
BEN AVON,2013,3,0
BEN AVON,2013,4,1
BEN AVON,2013,5,5
BEN AVON,2013,6,2
BEN AVON,2013,7,2
BEN AVON,2013,8,1
BEN AVON,2013,9,2
BEN AVON,2013,10,3
BEN AVON,2013,11,0
BEN AVON,2013,12,2
BEN AVON,2014,1,1
BEN AVON,2014,2,0
BEN AVON,2014,3,0
BEN AVON,2014,4,0
BEN AVON,2014,5,2
BEN AVON,2014,6,1
BEN AVON,2014,7,0
BEN AVON,2014,8,1
BEN AVON,2014,9,1
BEN AVON,2014,10,0
BEN AVON,2014,11,0
BEN AVON,2014,12,0
BEN AVON,2015,1,1
BEN AVON,2015,2,0
BEN AVON,2015,3,1
BEN AVON,2015,4,0
BEN AVON,2015,5,2
BEN AVON,2015,6,0
BEN AVON,2015,7,2
BEN AVON,2015,8,0
BEN AVON,2015,9,1
BEN AVON,2015,10,0
BEN AVON,2015,11,1
BEN AVON,2015,12,1
BEN AVON,2016,1,0
BEN AVON,2016,2,0
BEN AVON,2016,3,2
BEN AVON,2016,4,0
BEN AVON,2016,5,1
BEN AVON,2016,6,2
BEN AVON,2016,7,3
BEN AVON,2016,8,0
BEN AVON,2016,9,0
BEN AVON,2016,10,0
BEN AVON,2016,11,0
BEN AVON,2016,12,0
BEN AVON,2017,1,1
BEN AVON,2017,2,0
BEN AVON,2017,3,0
BEN AVON,2017,4,1
BEN AVON,2017,5,0
BEN AVON,2017,6,0
BEN AVON,2017,7,1
BEN AVON,2017,8,2
BEN AVON,2017,9,0
BEN AVON,2017,10,2
BEN AVON,2017,11,0
BEN AVON,2017,12,0
BEN AVON,2018,1,1
BEN AVON,2018,2,1
BEN AVON,2018,3,1
BEN AVON,2018,4,3
BEN AVON,2018,5,2
BEN AVON,2018,6,1
BEN AVON,2018,7,0
BEN AVON,2018,8,1
BEN AVON,2018,9,3
BEN AVON,2018,10,2
BEN AVON,2018,11,1
BEN AVON,2018,12,0
BEN AVON,2019,1,0
BEN AVON,2019,2,1
BEN AVON,2019,3,3
BEN AVON,2019,4,0
BEN AVON,2019,5,3
BEN AVON,2019,6,3
BEN AVON,2019,7,0
BEN AVON,2019,8,1
BEN AVON,2019,9,1
BEN AVON,2019,10,0
BEN AVON,2019,11,1
BEN AVON,2019,12,0
BEN AVON,2020,1,0
BEN AVON,2020,2,0
BEN AVON,2020,3,3
BEN AVON,2020,4,1
BEN AVON,2020,5,1
BEN AVON,2020,6,2
BEN AVON,2020,7,3
BEN AVON,2020,8,1
BEN AVON,2020,9,5
BEN AVON,2020,10,5
BEN AVON,2020,11,0
BEN AVON,2020,12,4
BEN AVON,2021,1,1
BEN AVON,2021,2,0
BEN AVON,2021,3,1
BEN AVON,2021,4,2
BEN AVON,2021,5,2
BEN AVON,2021,6,2
BEN AVON,2021,7,3
BEN AVON,2021,8,0
BEN AVON,2021,9,1
BEN AVON,2021,10,0
BEN AVON,2021,11,2
BEN AVON,2021,12,1
BEN AVON,2022,1,2
BEN AVON,2022,2,1
BEN AVON,2022,3,0
BEN AVON,2022,4,0
BEN AVON,2022,5,4
BEN AVON,2022,6,0
BEN AVON,2022,7,0
BEN AVON,2022,8,0
BEN AVON,2022,9,1
BEN AVON,2022,10,1
BEN AVON,2022,11,0
BEN AVON,2022,12,0
BEN AVON,2023,1,1
BEN AVON,2023,2,1
BEN AVON,2023,3,2
BEN AVON,2023,4,1
BEN AVON,2023,5,4
BEN AVON,2023,6,4
BEN AVON,2023,7,1
BEN AVON,2023,8,1
BEN AVON,2023,9,2
BEN AVON,2023,10,2
BEN AVON,2023,11,1
BEN AVON,2023,12,0
BEN AVON,2024,1,0
BEN AVON,2024,2,0
BEN AVON,2024,3,1
BEN AVON,2024,4,2
BEN AVON,2024,5,3
BEN AVON,2024,6,4
BEN AVON,2024,7,2
BEN AVON,2024,8,2
BEN AVON,2024,9,0
BEN AVON,2024,10,0
BEN AVON,2024,11,0
BEN AVON,2024,12,2
BEN AVON,2025,1,1
BEN AVON,2025,2,0
BEN AVON,2025,3,1
BEN AVON,2025,4,1
BEN AVON,2025,5,1
BEN AVON,2025,6,0
BEN AVON,2025,7,0
BEN AVON,2025,8,0
BEN AVON,2025,9,0
BEN AVON,2025,10,0
BEN AVON,2025,11,0
BEN AVON,2025,12,0
BEN AVON HEIGHTS,2012,1,0
BEN AVON HEIGHTS,2012,2,1
BEN AVON HEIGHTS,2012,3,0
BEN AVON HEIGHTS,2012,4,1
BEN AVON HEIGHTS,2012,5,0
BEN AVON HEIGHTS,2012,6,2
BEN AVON HEIGHTS,2012,7,1
BEN AVON HEIGHTS,2012,8,0
BEN AVON HEIGHTS,2012,9,0
BEN AVON HEIGHTS,2012,10,0
BEN AVON HEIGHTS,2012,11,0
BEN AVON HEIGHTS,2012,12,0
BEN AVON HEIGHTS,2013,1,0
BEN AVON HEIGHTS,2013,2,0
BEN AVON HEIGHTS,2013,3,0
BEN AVON HEIGHTS,2013,4,1
BEN AVON HEIGHTS,2013,5,2
BEN AVON HEIGHTS,2013,6,1
BEN AVON HEIGHTS,2013,7,1
BEN AVON HEIGHTS,2013,8,0
BEN AVON HEIGHTS,2013,9,0
BEN AVON HEIGHTS,2013,10,0
BEN AVON HEIGHTS,2013,11,1
BEN AVON HEIGHTS,2013,12,0
BEN AVON HEIGHTS,2014,1,0
BEN AVON HEIGHTS,2014,2,0
BEN AVON HEIGHTS,2014,3,0
BEN AVON HEIGHTS,2014,4,0
BEN AVON HEIGHTS,2014,5,0
BEN AVON HEIGHTS,2014,6,0
BEN AVON HEIGHTS,2014,7,0
BEN AVON HEIGHTS,2014,8,0
BEN AVON HEIGHTS,2014,9,0
BEN AVON HEIGHTS,2014,10,0
BEN AVON HEIGHTS,2014,11,0
BEN AVON HEIGHTS,2014,12,0
BEN AVON HEIGHTS,2015,1,0
BEN AVON HEIGHTS,2015,2,0
BEN AVON HEIGHTS,2015,3,0
BEN AVON HEIGHTS,2015,4,1
BEN AVON HEIGHTS,2015,5,0
BEN AVON HEIGHTS,2015,6,1
BEN AVON HEIGHTS,2015,7,0
BEN AVON HEIGHTS,2015,8,0
BEN AVON HEIGHTS,2015,9,1
BEN AVON HEIGHTS,2015,10,0
BEN AVON HEIGHTS,2015,11,0
BEN AVON HEIGHTS,2015,12,0
BEN AVON HEIGHTS,2016,1,0
BEN AVON HEIGHTS,2016,2,0
BEN AVON HEIGHTS,2016,3,0
BEN AVON HEIGHTS,2016,4,0
BEN AVON HEIGHTS,2016,5,0
BEN AVON HEIGHTS,2016,6,2
BEN AVON HEIGHTS,2016,7,0
