USEDESC,MUNIDESC,SALE_YEAR,SALE_MONTH,avg_ppsf,median_ppsf,sale_count
ROWHOUSE,14TH WARD - PITTSBURGH,2012,6,110.46133853151396,110.46133853151396,1
ROWHOUSE,14TH WARD - PITTSBURGH,2012,7,116.99374367432806,125.88579291365667,4
ROWHOUSE,14TH WARD - PITTSBURGH,2012,9,91.26815207997102,90.38173652694611,3
ROWHOUSE,14TH WARD - PITTSBURGH,2012,11,47.22222222222222,47.22222222222222,1
ROWHOUSE,14TH WARD - PITTSBURGH,2013,3,82.58180608480009,82.58180608480009,2
ROWHOUSE,14TH WARD - PITTSBURGH,2013,7,99.13793103448276,99.13793103448276,1
ROWHOUSE,14TH WARD - PITTSBURGH,2013,8,139.7058823529412,139.7058823529412,1
ROWHOUSE,14TH WARD - PITTSBURGH,2013,11,103.87597760398151,103.87597760398151,2
ROWHOUSE,14TH WARD - PITTSBURGH,2013,12,77.05198358413132,77.05198358413132,1
ROWHOUSE,14TH WARD - PITTSBURGH,2014,4,77.41935483870968,77.41935483870968,1
ROWHOUSE,14TH WARD - PITTSBURGH,2014,5,104.16666666666669,104.16666666666669,1
ROWHOUSE,14TH WARD - PITTSBURGH,2014,8,154.36431712291244,154.36431712291244,2
ROWHOUSE,14TH WARD - PITTSBURGH,2014,10,132.20672252500043,132.20672252500043,2
ROWHOUSE,14TH WARD - PITTSBURGH,2015,4,186.5718871124031,186.5718871124031,2
ROWHOUSE,14TH WARD - PITTSBURGH,2015,5,175.10775862068965,175.10775862068965,1
ROWHOUSE,14TH WARD - PITTSBURGH,2015,7,144.29109159347553,144.29109159347553,1
ROWHOUSE,14TH WARD - PITTSBURGH,2015,8,121.41789631750494,129.31034482758622,3
ROWHOUSE,14TH WARD - PITTSBURGH,2015,9,163.32974137931035,163.32974137931035,1
ROWHOUSE,14TH WARD - PITTSBURGH,2016,2,113.14655172413794,113.14655172413794,1
ROWHOUSE,14TH WARD - PITTSBURGH,2016,5,137.99283154121864,137.99283154121864,1
ROWHOUSE,14TH WARD - PITTSBURGH,2016,10,88.71396915131211,88.71396915131211,2
ROWHOUSE,14TH WARD - PITTSBURGH,2017,3,70.27676290619617,70.27676290619617,2
ROWHOUSE,14TH WARD - PITTSBURGH,2017,4,171.9298245614035,171.9298245614035,1
ROWHOUSE,14TH WARD - PITTSBURGH,2017,5,101.2199357367098,101.2199357367098,2
ROWHOUSE,14TH WARD - PITTSBURGH,2017,8,116.6688627624721,124.25068119891009,3
ROWHOUSE,14TH WARD - PITTSBURGH,2018,3,184.30316091954018,184.30316091954018,2
ROWHOUSE,14TH WARD - PITTSBURGH,2018,6,5.609523809523809,5.609523809523809,1
ROWHOUSE,14TH WARD - PITTSBURGH,2018,7,131.0425160163075,131.0425160163075,1
ROWHOUSE,14TH WARD - PITTSBURGH,2018,9,136.53314619118024,136.53314619118024,2
ROWHOUSE,14TH WARD - PITTSBURGH,2019,5,186.80555555555551,186.80555555555551,1
ROWHOUSE,14TH WARD - PITTSBURGH,2019,9,163.22269807280514,163.22269807280514,1
ROWHOUSE,14TH WARD - PITTSBURGH,2019,11,176.5536723163842,176.5536723163842,1
ROWHOUSE,14TH WARD - PITTSBURGH,2019,12,196.1875,196.1875,1
ROWHOUSE,14TH WARD - PITTSBURGH,2020,5,218.91276041666663,218.91276041666663,1
ROWHOUSE,14TH WARD - PITTSBURGH,2020,6,195.52233531241166,195.52233531241166,2
ROWHOUSE,14TH WARD - PITTSBURGH,2020,7,238.72654891943222,238.72654891943222,2
ROWHOUSE,14TH WARD - PITTSBURGH,2020,8,162.72189349112426,162.72189349112426,1
ROWHOUSE,14TH WARD - PITTSBURGH,2020,9,110.92556028514284,110.92556028514284,2
ROWHOUSE,14TH WARD - PITTSBURGH,2020,10,117.73676592224979,117.73676592224979,2
ROWHOUSE,14TH WARD - PITTSBURGH,2021,6,189.27006977921593,189.27006977921593,2
ROWHOUSE,14TH WARD - PITTSBURGH,2021,8,224.81451701179623,224.81451701179623,2
ROWHOUSE,14TH WARD - PITTSBURGH,2021,11,195.8217043623257,195.8217043623257,2
ROWHOUSE,14TH WARD - PITTSBURGH,2022,3,190.2825017692852,190.2825017692852,2
ROWHOUSE,14TH WARD - PITTSBURGH,2022,4,156.6653084456869,144.72338447233844,4
ROWHOUSE,14TH WARD - PITTSBURGH,2022,5,166.11111111111111,166.11111111111111,1
ROWHOUSE,14TH WARD - PITTSBURGH,2022,6,223.22683902739305,223.22683902739305,2
ROWHOUSE,14TH WARD - PITTSBURGH,2022,7,172.06443828286413,165.15973477998796,3
ROWHOUSE,14TH WARD - PITTSBURGH,2022,8,194.60104920027663,194.60104920027663,2
ROWHOUSE,14TH WARD - PITTSBURGH,2022,9,209.25245098039215,209.25245098039215,1
ROWHOUSE,14TH WARD - PITTSBURGH,2023,1,222.59321090706737,222.59321090706737,1
ROWHOUSE,14TH WARD - PITTSBURGH,2023,3,188.61454046639233,188.61454046639233,1
ROWHOUSE,14TH WARD - PITTSBURGH,2023,4,177.08333333333334,177.08333333333334,1
ROWHOUSE,14TH WARD - PITTSBURGH,2023,5,207.52630320420852,207.52630320420852,2
ROWHOUSE,14TH WARD - PITTSBURGH,2023,6,230.9407485034758,230.9407485034758,2
ROWHOUSE,14TH WARD - PITTSBURGH,2023,7,245.6140350877193,245.6140350877193,1
ROWHOUSE,14TH WARD - PITTSBURGH,2023,8,165.70605187319885,165.70605187319885,1
ROWHOUSE,14TH WARD - PITTSBURGH,2023,10,338.29611248966086,338.29611248966086,1
ROWHOUSE,14TH WARD - PITTSBURGH,2024,4,238.0952380952381,238.0952380952381,1
ROWHOUSE,14TH WARD - PITTSBURGH,2024,5,273.840206185567,273.840206185567,1
ROWHOUSE,14TH WARD - PITTSBURGH,2024,6,242.58538457321418,242.58538457321418,2
ROWHOUSE,14TH WARD - PITTSBURGH,2024,8,178.4295215539071,178.4295215539071,2
ROWHOUSE,14TH WARD - PITTSBURGH,2024,9,237.73370233702337,237.73370233702337,1
ROWHOUSE,14TH WARD - PITTSBURGH,2024,12,220.3065134099617,220.3065134099617,1
ROWHOUSE,14TH WARD - PITTSBURGH,2025,1,244.54001386633618,226.04588394062077,3
ROWHOUSE,14TH WARD - PITTSBURGH,2025,3,265.4181034482759,265.4181034482759,1
ROWHOUSE,14TH WARD - PITTSBURGH,2025,4,217.0610349402919,217.0610349402919,2
ROWHOUSE,15TH WARD - PITTSBURGH,2012,1,7.877604166666667,7.877604166666667,2
ROWHOUSE,15TH WARD - PITTSBURGH,2012,2,10.176880495197695,13.480392156862743,3
ROWHOUSE,15TH WARD - PITTSBURGH,2012,5,41.762006375976966,41.762006375976966,2
ROWHOUSE,15TH WARD - PITTSBURGH,2012,7,42.28009259259259,42.28009259259259,2
ROWHOUSE,15TH WARD - PITTSBURGH,2012,9,48.07538607724209,48.07538607724209,2
ROWHOUSE,15TH WARD - PITTSBURGH,2013,6,70.45454545454545,70.45454545454545,1
ROWHOUSE,15TH WARD - PITTSBURGH,2013,7,89.0909090909091,89.0909090909091,1
ROWHOUSE,15TH WARD - PITTSBURGH,2013,12,26.830808080808083,26.830808080808083,2
ROWHOUSE,15TH WARD - PITTSBURGH,2014,8,109.0,109.0,1
ROWHOUSE,15TH WARD - PITTSBURGH,2014,11,6.578947368421052,6.578947368421052,1
ROWHOUSE,15TH WARD - PITTSBURGH,2015,3,106.13207547169812,106.13207547169812,1
ROWHOUSE,15TH WARD - PITTSBURGH,2015,11,25.038819875776397,25.038819875776397,1
ROWHOUSE,15TH WARD - PITTSBURGH,2016,1,72.91666666666667,72.91666666666667,1
ROWHOUSE,15TH WARD - PITTSBURGH,2016,6,108.9939024390244,108.9939024390244,1
ROWHOUSE,15TH WARD - PITTSBURGH,2016,7,10.851419031719532,10.851419031719532,1
ROWHOUSE,15TH WARD - PITTSBURGH,2016,8,112.8048780487805,112.8048780487805,1
ROWHOUSE,15TH WARD - PITTSBURGH,2016,9,108.92857142857144,108.92857142857144,1
ROWHOUSE,15TH WARD - PITTSBURGH,2016,12,46.875,46.875,1
ROWHOUSE,15TH WARD - PITTSBURGH,2017,4,83.63636363636364,83.63636363636364,1
ROWHOUSE,15TH WARD - PITTSBURGH,2017,5,117.55485893416927,117.55485893416927,1
ROWHOUSE,15TH WARD - PITTSBURGH,2018,3,39.620535714285715,39.620535714285715,1
ROWHOUSE,15TH WARD - PITTSBURGH,2018,4,38.6552047289504,38.6552047289504,2
ROWHOUSE,15TH WARD - PITTSBURGH,2018,6,67.94161123429416,67.94161123429416,2
ROWHOUSE,15TH WARD - PITTSBURGH,2018,7,83.17669172932331,83.17669172932331,1
ROWHOUSE,15TH WARD - PITTSBURGH,2018,8,28.48378615249781,28.48378615249781,1
ROWHOUSE,15TH WARD - PITTSBURGH,2019,2,63.69009584664537,63.69009584664537,1
ROWHOUSE,15TH WARD - PITTSBURGH,2019,3,11.538461538461538,11.538461538461538,1
ROWHOUSE,15TH WARD - PITTSBURGH,2019,5,38.421866941722534,38.421866941722534,1
ROWHOUSE,15TH WARD - PITTSBURGH,2019,11,30.397058823529413,30.397058823529413,1
ROWHOUSE,15TH WARD - PITTSBURGH,2019,12,111.33603238866397,111.33603238866397,1
ROWHOUSE,15TH WARD - PITTSBURGH,2020,3,154.31034482758622,154.31034482758622,1
ROWHOUSE,15TH WARD - PITTSBURGH,2020,6,140.97222222222223,140.97222222222223,1
ROWHOUSE,15TH WARD - PITTSBURGH,2020,7,153.97775876817792,153.97775876817792,1
ROWHOUSE,15TH WARD - PITTSBURGH,2020,11,5.580357142857143,5.580357142857143,1
ROWHOUSE,15TH WARD - PITTSBURGH,2021,12,77.42346938775509,77.42346938775509,2
ROWHOUSE,15TH WARD - PITTSBURGH,2022,3,128.5165212170594,128.5165212170594,2
ROWHOUSE,15TH WARD - PITTSBURGH,2022,6,29.296875,29.296875,1
ROWHOUSE,15TH WARD - PITTSBURGH,2023,7,175.3048780487805,175.3048780487805,1
ROWHOUSE,15TH WARD - PITTSBURGH,2023,12,165.41353383458647,165.41353383458647,1
ROWHOUSE,15TH WARD - PITTSBURGH,2024,4,150.0,150.0,1
ROWHOUSE,15TH WARD - PITTSBURGH,2024,5,215.27777777777777,215.27777777777777,1
ROWHOUSE,15TH WARD - PITTSBURGH,2024,6,177.34447539461468,177.34447539461468,2
ROWHOUSE,15TH WARD - PITTSBURGH,2024,9,163.83928571428572,163.83928571428572,2
ROWHOUSE,15TH WARD - PITTSBURGH,2025,1,136.3095238095238,136.3095238095238,1
ROWHOUSE,15TH WARD - PITTSBURGH,2025,3,190.9090909090909,190.9090909090909,1
ROWHOUSE,15TH WARD - PITTSBURGH,2025,4,179.04272467644208,118.9532117367169,3
ROWHOUSE,16TH WARD - PITTSBURGH,2012,6,90.95528455284553,90.95528455284553,1
ROWHOUSE,16TH WARD - PITTSBURGH,2012,9,71.80156657963447,71.80156657963447,1
ROWHOUSE,16TH WARD - PITTSBURGH,2012,10,76.75070028011204,76.75070028011204,1
ROWHOUSE,16TH WARD - PITTSBURGH,2013,2,74.2055442866802,74.2055442866802,2
ROWHOUSE,16TH WARD - PITTSBURGH,2013,7,87.3015873015873,87.3015873015873,1
ROWHOUSE,16TH WARD - PITTSBURGH,2013,10,151.4367816091954,151.4367816091954,1
ROWHOUSE,16TH WARD - PITTSBURGH,2014,2,130.718954248366,130.718954248366,1
ROWHOUSE,16TH WARD - PITTSBURGH,2015,5,107.30867346938776,107.30867346938776,1
ROWHOUSE,16TH WARD - PITTSBURGH,2015,8,108.4949215143121,108.4949215143121,1
ROWHOUSE,16TH WARD - PITTSBURGH,2015,10,139.9902181152181,139.9902181152181,2
ROWHOUSE,16TH WARD - PITTSBURGH,2016,4,44.23428920073216,44.23428920073216,1
ROWHOUSE,16TH WARD - PITTSBURGH,2016,6,108.1235871944494,109.61848468565287,3
ROWHOUSE,16TH WARD - PITTSBURGH,2016,7,61.981327800829874,61.981327800829874,1
ROWHOUSE,16TH WARD - PITTSBURGH,2016,8,95.03402670775552,95.03402670775552,2
ROWHOUSE,16TH WARD - PITTSBURGH,2016,9,155.61432058584214,155.61432058584214,1
ROWHOUSE,16TH WARD - PITTSBURGH,2017,3,77.90368271954674,77.90368271954674,1
ROWHOUSE,16TH WARD - PITTSBURGH,2017,4,148.5215053763441,148.5215053763441,1
ROWHOUSE,16TH WARD - PITTSBURGH,2017,5,154.8423423423423,154.8423423423423,1
ROWHOUSE,16TH WARD - PITTSBURGH,2017,6,133.10185185185185,133.10185185185185,1
ROWHOUSE,16TH WARD - PITTSBURGH,2017,9,91.74311926605505,91.74311926605505,1
ROWHOUSE,16TH WARD - PITTSBURGH,2018,3,152.5297619047619,152.5297619047619,1
ROWHOUSE,16TH WARD - PITTSBURGH,2018,4,182.3380491437081,182.3380491437081,1
ROWHOUSE,16TH WARD - PITTSBURGH,2018,7,103.64145658263304,103.64145658263304,1
ROWHOUSE,16TH WARD - PITTSBURGH,2018,8,72.86489656109438,72.86489656109438,2
ROWHOUSE,16TH WARD - PITTSBURGH,2018,9,154.41176470588235,154.41176470588235,1
ROWHOUSE,16TH WARD - PITTSBURGH,2019,2,87.6470588235294,87.6470588235294,1
ROWHOUSE,16TH WARD - PITTSBURGH,2019,9,57.877604166666664,57.877604166666664,1
ROWHOUSE,16TH WARD - PITTSBURGH,2020,9,137.34995383194828,137.34995383194828,1
ROWHOUSE,16TH WARD - PITTSBURGH,2020,10,137.36263736263737,137.36263736263737,1
ROWHOUSE,16TH WARD - PITTSBURGH,2020,11,167.17325227963525,167.17325227963525,1
ROWHOUSE,16TH WARD - PITTSBURGH,2021,4,108.7314662273476,108.7314662273476,1
ROWHOUSE,16TH WARD - PITTSBURGH,2021,5,65.25735294117646,65.25735294117646,1
ROWHOUSE,16TH WARD - PITTSBURGH,2021,6,119.52380952380952,119.52380952380952,1
ROWHOUSE,16TH WARD - PITTSBURGH,2021,11,163.02382662835248,163.02382662835248,2
ROWHOUSE,16TH WARD - PITTSBURGH,2021,12,140.0,140.0,1
ROWHOUSE,16TH WARD - PITTSBURGH,2022,1,182.5557809330629,182.5557809330629,1
ROWHOUSE,16TH WARD - PITTSBURGH,2022,3,191.9455838141009,189.3939393939394,3
ROWHOUSE,16TH WARD - PITTSBURGH,2022,4,125.4919108001749,125.4919108001749,1
ROWHOUSE,16TH WARD - PITTSBURGH,2022,5,145.61202686202685,166.11721611721612,3
ROWHOUSE,16TH WARD - PITTSBURGH,2022,6,209.05662225705328,209.05662225705328,2
ROWHOUSE,16TH WARD - PITTSBURGH,2022,10,220.83333333333337,220.83333333333337,1
ROWHOUSE,16TH WARD - PITTSBURGH,2022,11,165.11627906976744,165.11627906976744,1
ROWHOUSE,16TH WARD - PITTSBURGH,2022,12,113.41059602649008,113.41059602649008,1
ROWHOUSE,16TH WARD - PITTSBURGH,2023,1,125.0700280112045,125.0700280112045,2
ROWHOUSE,16TH WARD - PITTSBURGH,2023,3,150.84577114427861,150.84577114427861,2
ROWHOUSE,16TH WARD - PITTSBURGH,2023,4,171.0986122446194,170.77486272117144,3
ROWHOUSE,16TH WARD - PITTSBURGH,2023,5,192.12757819094304,186.05324074074073,3
ROWHOUSE,16TH WARD - PITTSBURGH,2023,6,178.9940828402367,178.9940828402367,1
ROWHOUSE,16TH WARD - PITTSBURGH,2023,8,152.60612573885007,152.60612573885007,1
ROWHOUSE,16TH WARD - PITTSBURGH,2023,9,176.47058823529412,176.47058823529412,1
ROWHOUSE,16TH WARD - PITTSBURGH,2024,2,220.5007204610951,220.5007204610951,2
ROWHOUSE,16TH WARD - PITTSBURGH,2024,3,262.3211446740859,262.3211446740859,1
ROWHOUSE,16TH WARD - PITTSBURGH,2024,4,129.24703210263556,121.21212121212122,3
ROWHOUSE,16TH WARD - PITTSBURGH,2024,8,209.88805970149255,209.88805970149255,1
ROWHOUSE,16TH WARD - PITTSBURGH,2024,9,156.74603174603175,156.74603174603175,1
ROWHOUSE,16TH WARD - PITTSBURGH,2024,11,81.25,81.25,1
ROWHOUSE,16TH WARD - PITTSBURGH,2025,3,192.30769230769232,192.30769230769232,1
ROWHOUSE,16TH WARD - PITTSBURGH,2025,4,163.6496897735099,175.76181592039802,4
ROWHOUSE,17TH WARD - PITTSBURGH,2012,2,109.10207939508507,109.10207939508507,2
ROWHOUSE,17TH WARD - PITTSBURGH,2012,3,12.693935119887165,12.693935119887165,1
ROWHOUSE,17TH WARD - PITTSBURGH,2012,4,100.64508530215068,100.64508530215068,2
ROWHOUSE,17TH WARD - PITTSBURGH,2012,7,76.46888705830568,79.45566286215978,5
ROWHOUSE,17TH WARD - PITTSBURGH,2012,8,98.1369603634444,116.0337552742616,3
ROWHOUSE,17TH WARD - PITTSBURGH,2012,9,126.78606065541847,124.62235649546828,3
ROWHOUSE,17TH WARD - PITTSBURGH,2012,12,67.26659167604049,67.26659167604049,1
ROWHOUSE,17TH WARD - PITTSBURGH,2013,3,107.74311761153866,82.23684210526316,3
ROWHOUSE,17TH WARD - PITTSBURGH,2013,6,41.14365411436541,41.14365411436541,1
ROWHOUSE,17TH WARD - PITTSBURGH,2013,7,93.67786945875855,91.7312661498708,3
ROWHOUSE,17TH WARD - PITTSBURGH,2013,8,84.48308270676691,84.48308270676691,2
ROWHOUSE,17TH WARD - PITTSBURGH,2013,11,122.88232252570108,122.88232252570108,2
ROWHOUSE,17TH WARD - PITTSBURGH,2013,12,22.55513971090738,22.55513971090738,2
ROWHOUSE,17TH WARD - PITTSBURGH,2014,6,125.91575091575092,125.91575091575092,1
ROWHOUSE,17TH WARD - PITTSBURGH,2014,11,172.99107142857142,172.99107142857142,1
ROWHOUSE,17TH WARD - PITTSBURGH,2015,3,106.59186535764375,106.59186535764375,1
ROWHOUSE,17TH WARD - PITTSBURGH,2015,4,141.7910447761194,141.7910447761194,1
ROWHOUSE,17TH WARD - PITTSBURGH,2016,4,118.15738025415445,118.15738025415445,2
ROWHOUSE,17TH WARD - PITTSBURGH,2016,6,74.23904974016332,74.23904974016332,1
ROWHOUSE,17TH WARD - PITTSBURGH,2016,11,163.35227272727272,163.35227272727272,1
ROWHOUSE,17TH WARD - PITTSBURGH,2017,3,180.33333333333337,180.33333333333337,1
ROWHOUSE,17TH WARD - PITTSBURGH,2017,4,101.01744186046513,101.01744186046513,1
ROWHOUSE,17TH WARD - PITTSBURGH,2017,7,88.78504672897196,88.78504672897196,1
ROWHOUSE,17TH WARD - PITTSBURGH,2017,12,96.96016771488468,96.96016771488468,1
ROWHOUSE,17TH WARD - PITTSBURGH,2018,3,106.17760617760618,106.17760617760618,1
ROWHOUSE,17TH WARD - PITTSBURGH,2018,4,140.18691588785046,140.18691588785046,1
ROWHOUSE,17TH WARD - PITTSBURGH,2018,9,69.7350069735007,69.7350069735007,1
ROWHOUSE,17TH WARD - PITTSBURGH,2018,10,138.31521739130434,138.31521739130434,1
ROWHOUSE,17TH WARD - PITTSBURGH,2019,4,81.01045296167247,81.01045296167247,1
ROWHOUSE,17TH WARD - PITTSBURGH,2019,7,144.53125,144.53125,1
ROWHOUSE,17TH WARD - PITTSBURGH,2020,1,168.25396825396825,168.25396825396825,1
ROWHOUSE,17TH WARD - PITTSBURGH,2020,3,128.53553529537214,128.53553529537214,2
ROWHOUSE,17TH WARD - PITTSBURGH,2020,4,138.50415512465375,138.50415512465375,1
ROWHOUSE,17TH WARD - PITTSBURGH,2020,6,60.70443070178872,60.70443070178872,2
ROWHOUSE,17TH WARD - PITTSBURGH,2020,8,201.96353436185137,201.96353436185137,1
ROWHOUSE,17TH WARD - PITTSBURGH,2020,12,184.6590909090909,184.6590909090909,1
ROWHOUSE,17TH WARD - PITTSBURGH,2021,2,190.3361344537815,190.3361344537815,1
ROWHOUSE,17TH WARD - PITTSBURGH,2021,4,160.9608042280276,160.9608042280276,2
ROWHOUSE,17TH WARD - PITTSBURGH,2021,6,191.36690647482015,191.36690647482015,1
ROWHOUSE,17TH WARD - PITTSBURGH,2021,9,30.11283497884344,30.11283497884344,1
ROWHOUSE,17TH WARD - PITTSBURGH,2021,12,268.61451460885957,268.61451460885957,1
ROWHOUSE,17TH WARD - PITTSBURGH,2022,3,195.3125,195.3125,1
ROWHOUSE,17TH WARD - PITTSBURGH,2022,5,162.1756487025948,162.1756487025948,1
ROWHOUSE,17TH WARD - PITTSBURGH,2022,6,178.28936133879782,178.28936133879782,2
ROWHOUSE,17TH WARD - PITTSBURGH,2022,9,162.3258631132647,162.3258631132647,1
ROWHOUSE,17TH WARD - PITTSBURGH,2022,11,147.77777777777777,147.77777777777777,1
ROWHOUSE,17TH WARD - PITTSBURGH,2023,3,261.6747181964573,261.6747181964573,1
ROWHOUSE,17TH WARD - PITTSBURGH,2023,5,195.1853597656511,188.22393822393823,3
ROWHOUSE,17TH WARD - PITTSBURGH,2023,7,98.75730994152046,98.75730994152046,1
ROWHOUSE,17TH WARD - PITTSBURGH,2023,8,141.29736673089275,141.29736673089275,1
ROWHOUSE,17TH WARD - PITTSBURGH,2023,9,143.9797794117647,143.9797794117647,1
ROWHOUSE,17TH WARD - PITTSBURGH,2023,10,139.69029017857144,139.69029017857144,2
ROWHOUSE,17TH WARD - PITTSBURGH,2024,1,136.45224171539962,136.45224171539962,1
ROWHOUSE,17TH WARD - PITTSBURGH,2024,3,110.0293542074364,110.0293542074364,1
ROWHOUSE,17TH WARD - PITTSBURGH,2024,4,266.42335766423355,266.42335766423355,1
ROWHOUSE,17TH WARD - PITTSBURGH,2024,5,187.81420929172003,187.81420929172003,2
ROWHOUSE,17TH WARD - PITTSBURGH,2024,6,181.3450482776618,181.3450482776618,2
ROWHOUSE,17TH WARD - PITTSBURGH,2024,7,79.1304347826087,79.1304347826087,1
ROWHOUSE,17TH WARD - PITTSBURGH,2024,11,135.6937185443283,135.6937185443283,2
ROWHOUSE,17TH WARD - PITTSBURGH,2024,12,131.17283950617283,131.17283950617283,1
ROWHOUSE,17TH WARD - PITTSBURGH,2025,5,138.78968253968253,138.78968253968253,1
ROWHOUSE,18TH WARD - PITTSBURGH,2012,2,3.8306451612903225,3.8306451612903225,1
ROWHOUSE,18TH WARD - PITTSBURGH,2012,4,9.910714285714286,9.910714285714286,1
ROWHOUSE,18TH WARD - PITTSBURGH,2012,6,16.055555555555557,16.055555555555557,1
ROWHOUSE,18TH WARD - PITTSBURGH,2013,7,16.395463510848128,16.395463510848128,1
ROWHOUSE,18TH WARD - PITTSBURGH,2020,10,77.19298245614036,77.19298245614036,1
ROWHOUSE,18TH WARD - PITTSBURGH,2021,1,215.84938704028025,215.84938704028025,1
ROWHOUSE,18TH WARD - PITTSBURGH,2022,12,21.637816245006658,21.637816245006658,1
ROWHOUSE,19TH WARD - PITTSBURGH,2012,8,52.33990147783251,52.33990147783251,1
ROWHOUSE,19TH WARD - PITTSBURGH,2012,9,28.41918294849023,28.41918294849023,1
ROWHOUSE,19TH WARD - PITTSBURGH,2012,11,47.043010752688176,47.043010752688176,1
ROWHOUSE,19TH WARD - PITTSBURGH,2014,1,45.45454545454545,45.45454545454545,1
ROWHOUSE,19TH WARD - PITTSBURGH,2016,6,44.46460980036298,44.46460980036298,1
ROWHOUSE,19TH WARD - PITTSBURGH,2016,10,43.16546762589928,43.16546762589928,1
ROWHOUSE,19TH WARD - PITTSBURGH,2018,7,85.9375,85.9375,1
ROWHOUSE,19TH WARD - PITTSBURGH,2019,6,52.54237288135593,52.54237288135593,1
ROWHOUSE,19TH WARD - PITTSBURGH,2021,11,24.500907441016334,24.500907441016334,1
ROWHOUSE,19TH WARD - PITTSBURGH,2022,6,102.96296296296296,102.96296296296296,1
ROWHOUSE,19TH WARD - PITTSBURGH,2024,7,96.484375,96.484375,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2012,1,9.765625,9.765625,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2012,4,11.702127659574469,11.702127659574469,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2012,5,14.73994974874372,14.73994974874372,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2012,10,8.51063829787234,8.51063829787234,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2013,12,18.9873417721519,18.9873417721519,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2015,1,51.888750518887505,51.888750518887505,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2016,8,58.324496288441146,58.324496288441146,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2018,5,1.0638297872340423,1.0638297872340423,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2018,6,33.52243424445591,33.52243424445591,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2022,5,79.16666666666667,79.16666666666667,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2022,9,83.33333333333333,83.33333333333333,1
ROWHOUSE,1ST WARD  - PITTSBURGH,2025,4,136.64749871067562,136.64749871067562,2
ROWHOUSE,1ST WARD - CLAIRTON,2012,5,14.266304347826088,14.266304347826088,1
ROWHOUSE,1ST WARD - CLAIRTON,2013,2,12.5,12.5,1
ROWHOUSE,1ST WARD - CLAIRTON,2013,12,18.00865433565247,18.00865433565247,2
ROWHOUSE,1ST WARD - CLAIRTON,2014,9,23.125,23.125,1
ROWHOUSE,1ST WARD - CLAIRTON,2016,4,20.0,20.0,1
ROWHOUSE,1ST WARD - CLAIRTON,2016,7,21.574285714285715,21.574285714285715,1
ROWHOUSE,1ST WARD - CLAIRTON,2017,10,13.940809968847352,13.940809968847352,1
ROWHOUSE,1ST WARD - CLAIRTON,2018,5,27.573529411764707,27.573529411764707,1
ROWHOUSE,1ST WARD - CLAIRTON,2019,7,19.047619047619047,19.047619047619047,1
ROWHOUSE,1ST WARD - CLAIRTON,2020,2,10.964912280701755,10.964912280701755,1
ROWHOUSE,1ST WARD - CLAIRTON,2021,3,34.038615446178476,33.75,3
ROWHOUSE,1ST WARD - CLAIRTON,2021,8,41.25,41.25,1
ROWHOUSE,1ST WARD - CLAIRTON,2021,10,40.76086956521739,40.76086956521739,1
ROWHOUSE,1ST WARD - CLAIRTON,2021,12,34.6875,34.6875,2
ROWHOUSE,1ST WARD - CLAIRTON,2023,7,49.875,49.875,1
ROWHOUSE,1ST WARD - CLAIRTON,2023,12,45.0,45.0,1
ROWHOUSE,1ST WARD - CLAIRTON,2024,7,57.62304921968788,57.62304921968788,1
ROWHOUSE,1ST WARD - CLAIRTON,2024,12,63.0,63.0,1
ROWHOUSE,20TH WARD - PITTSBURGH,2021,2,29.38432835820895,29.38432835820895,1
ROWHOUSE,20TH WARD - PITTSBURGH,2024,8,54.41961608230277,54.41961608230277,2
ROWHOUSE,20TH WARD - PITTSBURGH,2024,11,32.649253731343286,32.649253731343286,1
ROWHOUSE,21ST WARD - PITTSBURGH,2012,4,46.2962962962963,46.2962962962963,1
ROWHOUSE,21ST WARD - PITTSBURGH,2012,5,9.300595238095235,9.300595238095235,1
ROWHOUSE,21ST WARD - PITTSBURGH,2012,7,104.24276427797554,104.24276427797554,2
ROWHOUSE,21ST WARD - PITTSBURGH,2014,7,83.7122778007441,83.7122778007441,1
ROWHOUSE,21ST WARD - PITTSBURGH,2014,8,77.43445692883896,77.43445692883896,1
ROWHOUSE,21ST WARD - PITTSBURGH,2015,7,9.978991596638656,9.978991596638656,1
ROWHOUSE,21ST WARD - PITTSBURGH,2015,10,90.4891304347826,90.4891304347826,1
ROWHOUSE,21ST WARD - PITTSBURGH,2017,2,93.60730593607306,93.60730593607306,1
ROWHOUSE,21ST WARD - PITTSBURGH,2017,3,149.20774647887325,149.20774647887325,1
ROWHOUSE,21ST WARD - PITTSBURGH,2017,5,164.738430583501,164.738430583501,1
ROWHOUSE,21ST WARD - PITTSBURGH,2018,6,212.9251700680272,212.9251700680272,1
