MUNIDESC,SALE_YEAR,SALE_MONTH,avg_ppsf,median_ppsf,sale_count
CHESWICK,2016,5,58.8235294117647,58.8235294117647,1
CHESWICK,2016,6,116.45299145299144,116.45299145299144,1
CHESWICK,2016,7,64.62035541195476,64.62035541195476,1
CHESWICK,2016,8,69.44444444444444,69.44444444444444,1
CHESWICK,2016,9,95.23809523809524,95.23809523809524,1
CHESWICK,2016,10,63.6685552407932,63.6685552407932,1
CHESWICK,2016,11,,,0
CHESWICK,2016,12,,,0
CHESWICK,2017,1,63.092269326683294,63.092269326683294,1
CHESWICK,2017,2,,,0
CHESWICK,2017,3,,,0
CHESWICK,2017,4,121.52777777777776,121.52777777777776,1
CHESWICK,2017,5,91.26984126984128,91.26984126984128,1
CHESWICK,2017,6,113.71681415929204,113.71681415929204,1
CHESWICK,2017,7,,,0
CHESWICK,2017,8,112.059765208111,112.059765208111,1
CHESWICK,2017,9,,,0
CHESWICK,2017,10,,,0
CHESWICK,2017,11,118.141592920354,118.141592920354,1
CHESWICK,2017,12,,,0
CHESWICK,2018,1,,,0
CHESWICK,2018,2,,,0
CHESWICK,2018,3,,,0
CHESWICK,2018,4,105.33333333333331,105.33333333333331,1
CHESWICK,2018,5,124.40516655336506,124.40516655336506,1
CHESWICK,2018,6,91.95402298850574,91.95402298850574,1
CHESWICK,2018,7,,,0
CHESWICK,2018,8,,,0
CHESWICK,2018,9,,,0
CHESWICK,2018,10,,,0
CHESWICK,2018,11,97.5609756097561,97.5609756097561,1
CHESWICK,2018,12,94.31735159817352,94.31735159817352,1
CHESWICK,2019,1,,,0
CHESWICK,2019,2,,,0
CHESWICK,2019,3,100.0,100.0,1
CHESWICK,2019,4,,,0
CHESWICK,2019,5,114.83586340982994,113.22463768115942,3
CHESWICK,2019,6,78.91891891891892,78.91891891891892,1
CHESWICK,2019,7,132.00757575757575,132.00757575757575,2
CHESWICK,2019,8,,,0
CHESWICK,2019,9,,,0
CHESWICK,2019,10,89.87464829856134,89.87464829856134,2
CHESWICK,2019,11,82.45877061469265,82.45877061469265,1
CHESWICK,2019,12,,,0
CHESWICK,2020,1,179.76710334788936,179.76710334788936,1
CHESWICK,2020,2,111.94029850746269,111.94029850746269,1
CHESWICK,2020,3,118.20652173913044,118.20652173913044,1
CHESWICK,2020,4,113.8676723919542,111.11111111111111,3
CHESWICK,2020,5,,,0
CHESWICK,2020,6,,,0
CHESWICK,2020,7,,,0
CHESWICK,2020,8,129.63702749140896,129.63702749140896,2
CHESWICK,2020,9,109.19862500246592,97.47292418772564,3
CHESWICK,2020,10,,,0
CHESWICK,2020,11,138.17191150524482,132.7972027972028,3
CHESWICK,2020,12,130.0,130.0,1
CHESWICK,2021,1,84.17508417508418,84.17508417508418,1
CHESWICK,2021,2,120.0,120.0,1
CHESWICK,2021,3,210.58823529411765,210.58823529411765,1
CHESWICK,2021,4,103.16569593630996,108.3829365079365,4
CHESWICK,2021,5,81.8442723431258,81.8442723431258,2
CHESWICK,2021,6,,,0
CHESWICK,2021,7,,,0
CHESWICK,2021,8,152.54854368932038,152.54854368932038,2
CHESWICK,2021,9,,,0
CHESWICK,2021,10,107.63206388206387,107.63206388206387,2
CHESWICK,2021,11,94.24795505720633,81.02403950963063,4
CHESWICK,2021,12,132.27513227513228,132.27513227513228,1
CHESWICK,2022,1,182.86002363337442,182.86002363337442,2
CHESWICK,2022,2,141.11594265627463,141.11594265627463,2
CHESWICK,2022,3,149.1797636891878,157.83783783783784,5
CHESWICK,2022,4,111.63953586220637,95.43010752688171,5
CHESWICK,2022,5,,,0
CHESWICK,2022,6,127.9471910840407,152.17391304347825,3
CHESWICK,2022,7,157.5924018766449,157.5924018766449,2
CHESWICK,2022,8,126.28845561545772,129.0521327014218,3
CHESWICK,2022,9,119.88232956668712,111.09488377813307,4
CHESWICK,2022,10,32.05128205128205,32.05128205128205,1
CHESWICK,2022,11,,,0
CHESWICK,2022,12,117.4145547547082,117.4145547547082,2
CHESWICK,2023,1,125.88157660596713,125.88157660596713,2
CHESWICK,2023,2,109.64912280701756,109.64912280701756,1
CHESWICK,2023,3,152.77777777777777,152.77777777777777,1
CHESWICK,2023,4,133.84589508548805,133.84589508548805,2
CHESWICK,2023,5,135.35708603040493,140.81455805892548,3
CHESWICK,2023,6,169.32327846572034,156.96969696969697,3
CHESWICK,2023,7,,,0
CHESWICK,2023,8,106.47956525937927,122.79596977329976,3
CHESWICK,2023,9,114.42481411993609,114.42481411993609,2
CHESWICK,2023,10,144.18439355614674,142.23417172767807,4
CHESWICK,2023,11,,,0
CHESWICK,2023,12,117.23052714398112,117.23052714398112,1
CHESWICK,2024,1,169.09138119347529,169.09138119347529,2
CHESWICK,2024,2,127.83491476917304,127.84915457329251,4
CHESWICK,2024,3,179.86270022883298,179.86270022883298,2
CHESWICK,2024,4,137.3095503530286,137.3095503530286,2
CHESWICK,2024,5,,,0
CHESWICK,2024,6,,,0
CHESWICK,2024,7,,,0
CHESWICK,2024,8,159.7796348063998,159.7796348063998,2
CHESWICK,2024,9,78.76943881000676,78.76943881000676,1
CHESWICK,2024,10,,,0
CHESWICK,2024,11,211.0291580400276,211.0291580400276,2
CHESWICK,2024,12,,,0
CHESWICK,2025,1,223.0146126978239,223.0146126978239,2
CHESWICK,2025,2,,,0
CHESWICK,2025,3,116.83976261127596,116.83976261127596,1
CHESWICK,2025,4,,,0
CHESWICK,2025,5,,,0
CHESWICK,2025,6,,,0
CHESWICK,2025,7,,,0
CHESWICK,2025,8,,,0
CHESWICK,2025,9,,,0
CHESWICK,2025,10,,,0
CHESWICK,2025,11,,,0
CHESWICK,2025,12,,,0
CHURCHILL,2012,1,91.33764841969176,91.33764841969176,2
CHURCHILL,2012,2,75.09060706735126,75.09060706735126,2
CHURCHILL,2012,3,64.5739909158925,72.08872458410352,5
CHURCHILL,2012,4,82.33195644010515,82.33195644010515,1
CHURCHILL,2012,5,67.06678249991333,80.12562118925129,4
CHURCHILL,2012,6,77.85772234079006,94.27609427609428,5
CHURCHILL,2012,7,81.15976707209343,80.04084741486282,6
CHURCHILL,2012,8,56.990135887459815,56.02836879432624,3
CHURCHILL,2012,9,90.62033798720131,87.39597900470565,4
CHURCHILL,2012,10,73.91644220059155,73.570682631818,4
CHURCHILL,2012,11,64.46678321678321,64.46678321678321,1
CHURCHILL,2012,12,114.19753086419752,114.19753086419752,1
CHURCHILL,2013,1,73.06735343301997,73.06735343301997,2
CHURCHILL,2013,2,,,0
CHURCHILL,2013,3,79.6521665663801,69.57013574660634,3
CHURCHILL,2013,4,87.64478707502285,88.7856627207166,4
CHURCHILL,2013,5,98.89447213677718,102.17681030653044,4
CHURCHILL,2013,6,91.22959934560849,90.52448567295306,4
CHURCHILL,2013,7,93.69648513849019,88.67362146050671,3
CHURCHILL,2013,8,110.17653867951722,112.6874074074074,5
CHURCHILL,2013,9,92.64264072794825,103.44827586206895,5
CHURCHILL,2013,10,80.03277863557305,70.74214365881033,4
CHURCHILL,2013,11,79.40397350993378,79.40397350993378,1
CHURCHILL,2013,12,92.99781181619257,92.99781181619257,1
CHURCHILL,2014,1,,,0
CHURCHILL,2014,2,111.45231213872832,111.45231213872832,1
CHURCHILL,2014,3,,,0
CHURCHILL,2014,4,81.16883116883118,81.16883116883118,1
CHURCHILL,2014,5,85.67658821275874,115.6093489148581,3
CHURCHILL,2014,6,96.0352422907489,96.0352422907489,1
CHURCHILL,2014,7,89.07672301690508,89.07672301690508,1
CHURCHILL,2014,8,98.77800407331976,98.77800407331976,1
CHURCHILL,2014,9,,,0
CHURCHILL,2014,10,86.5856651939126,86.5856651939126,2
CHURCHILL,2014,11,99.76331360946746,99.76331360946746,1
CHURCHILL,2014,12,126.9956458635704,126.9956458635704,1
CHURCHILL,2015,1,,,0
CHURCHILL,2015,2,96.45833333333331,96.45833333333331,1
CHURCHILL,2015,3,92.18194280585871,92.18194280585871,2
CHURCHILL,2015,4,98.16813548962601,98.16813548962601,2
CHURCHILL,2015,5,96.40113948678496,96.40113948678496,2
CHURCHILL,2015,6,104.57334558181351,99.33455713630106,4
CHURCHILL,2015,7,96.66666666666669,96.66666666666669,1
CHURCHILL,2015,8,,,0
CHURCHILL,2015,9,81.8452380952381,81.8452380952381,1
CHURCHILL,2015,10,,,0
CHURCHILL,2015,11,,,0
CHURCHILL,2015,12,,,0
CHURCHILL,2016,1,,,0
CHURCHILL,2016,2,,,0
CHURCHILL,2016,3,104.68485921068611,90.2251923237653,4
CHURCHILL,2016,4,91.78781237604767,81.19658119658119,3
CHURCHILL,2016,5,,,0
CHURCHILL,2016,6,74.23935125909834,68.41505131128848,5
CHURCHILL,2016,7,83.6415067992279,85.92278845774285,4
CHURCHILL,2016,8,89.85195012270167,88.93709327548807,3
CHURCHILL,2016,9,66.70522945717302,66.70522945717302,2
CHURCHILL,2016,10,104.90592854870498,99.34640522875816,3
CHURCHILL,2016,11,95.34140662533669,96.12625538020086,3
CHURCHILL,2016,12,102.2964509394572,102.2964509394572,1
CHURCHILL,2017,1,68.96551724137932,68.96551724137932,1
CHURCHILL,2017,2,137.5,137.5,1
CHURCHILL,2017,3,86.91630044348123,100.8849557522124,3
CHURCHILL,2017,4,104.28248930275979,95.11304136435035,10
CHURCHILL,2017,5,75.97009338899875,68.00601749900063,4
CHURCHILL,2017,6,103.16059817536348,111.4058355437666,5
CHURCHILL,2017,7,82.2196869646628,77.83578547698148,3
CHURCHILL,2017,8,116.58653846153848,116.58653846153848,1
CHURCHILL,2017,9,129.8977853492334,129.8977853492334,1
CHURCHILL,2017,10,92.68287341217697,92.68287341217697,2
CHURCHILL,2017,11,,,0
CHURCHILL,2017,12,82.6772505369355,82.6772505369355,2
CHURCHILL,2018,1,137.3581847649919,137.3581847649919,1
CHURCHILL,2018,2,103.14285714285714,103.14285714285714,1
CHURCHILL,2018,3,93.4478849905721,93.4478849905721,2
CHURCHILL,2018,4,94.47825414940868,91.55844155844156,5
CHURCHILL,2018,5,111.24887177353033,107.90620015948963,4
CHURCHILL,2018,6,93.5727376845237,90.1060070671378,5
CHURCHILL,2018,7,122.89562289562288,122.89562289562288,1
CHURCHILL,2018,8,,,0
CHURCHILL,2018,9,,,0
CHURCHILL,2018,10,105.23331482178693,99.72489683631362,5
CHURCHILL,2018,11,98.29312773320021,98.29312773320021,2
CHURCHILL,2018,12,95.65380371512796,95.65380371512796,2
CHURCHILL,2019,1,,,0
CHURCHILL,2019,2,,,0
CHURCHILL,2019,3,,,0
CHURCHILL,2019,4,93.34581309307691,95.8400974025974,4
CHURCHILL,2019,5,102.94743408776061,97.81659388646288,3
CHURCHILL,2019,6,117.80761445368016,117.80761445368016,2
CHURCHILL,2019,7,127.52114508783345,127.52114508783345,1
CHURCHILL,2019,8,138.79598662207357,138.79598662207357,1
CHURCHILL,2019,9,,,0
CHURCHILL,2019,10,100.98933522744576,105.4396949439789,4
CHURCHILL,2019,11,89.7963221449661,89.7963221449661,2
CHURCHILL,2019,12,,,0
CHURCHILL,2020,1,103.46487006737247,103.46487006737247,1
CHURCHILL,2020,2,100.65985215190729,99.07631128561361,6
CHURCHILL,2020,3,137.63183806692336,109.66981132075472,3
CHURCHILL,2020,4,115.90338865958643,114.75340136054422,3
CHURCHILL,2020,5,89.16083916083916,89.16083916083916,1
CHURCHILL,2020,6,110.00992988660747,87.5,5
CHURCHILL,2020,7,136.09957814985447,129.8766132219759,6
CHURCHILL,2020,8,105.17453029294974,111.87705386874184,6
CHURCHILL,2020,9,117.64734476568992,118.57476635514018,5
CHURCHILL,2020,10,122.33396180384484,127.57201646090536,5
CHURCHILL,2020,11,114.03821562395,113.4591923665051,4
CHURCHILL,2020,12,136.76470588235293,136.76470588235293,1
CHURCHILL,2021,1,,,0
CHURCHILL,2021,2,120.65119468516752,120.65119468516752,2
CHURCHILL,2021,3,120.42210933720366,120.42210933720366,2
CHURCHILL,2021,4,113.52418558736426,113.52418558736426,1
CHURCHILL,2021,5,102.36220472440944,102.36220472440944,1
CHURCHILL,2021,6,137.02702951486341,129.57581164893801,6
CHURCHILL,2021,7,144.5680598345681,121.70351886509093,4
CHURCHILL,2021,8,149.39101287667594,150.0,3
CHURCHILL,2021,9,148.9384322093186,137.66237098287593,4
CHURCHILL,2021,10,89.71070274486499,89.71070274486499,2
CHURCHILL,2021,11,121.39719527399808,119.58847736625515,4
CHURCHILL,2021,12,139.22726867796786,140.17496392496395,6
CHURCHILL,2022,1,122.93469086305129,122.93469086305129,2
CHURCHILL,2022,2,125.99966367314724,130.88758815909418,4
CHURCHILL,2022,3,134.54379148040096,134.54379148040096,2
CHURCHILL,2022,4,151.1932095735848,147.4763406940063,5
CHURCHILL,2022,5,148.14538570202348,176.3668430335097,5
CHURCHILL,2022,6,119.23061642923906,119.29460580912864,7
CHURCHILL,2022,7,149.70133723686283,131.0851420481687,6
CHURCHILL,2022,8,140.05482604994984,132.23207434465962,4
CHURCHILL,2022,9,132.24156094241158,138.46584546472565,3
CHURCHILL,2022,10,134.54597411750635,142.67676767676767,3
CHURCHILL,2022,11,133.5744744542319,140.01349527665317,5
CHURCHILL,2022,12,161.28838711591038,158.6533586818758,4
CHURCHILL,2023,1,194.1176470588235,194.1176470588235,1
CHURCHILL,2023,2,140.31732169512628,132.7054794520548,5
CHURCHILL,2023,3,157.73485210413776,164.7561414552391,4
CHURCHILL,2023,4,138.38110916884926,138.98163794074574,4
CHURCHILL,2023,5,186.59189830244563,198.9795918367347,5
CHURCHILL,2023,6,151.66805485151417,140.990371389271,5
CHURCHILL,2023,7,147.44467304285718,143.35511982570807,5
CHURCHILL,2023,8,164.10997953661146,168.62628035284422,4
CHURCHILL,2023,9,169.89108586417657,153.70429426412124,8
CHURCHILL,2023,10,128.62731400628712,128.62731400628712,2
CHURCHILL,2023,11,148.4906563980205,147.3922902494331,5
CHURCHILL,2023,12,158.43930950795126,154.71698113207546,3
CHURCHILL,2024,1,160.95941902653027,165.17564466783216,4
CHURCHILL,2024,2,162.0351076888871,155.7907113462669,3
CHURCHILL,2024,3,142.29153199741435,142.29153199741435,2
CHURCHILL,2024,4,123.82478632478632,123.82478632478632,1
CHURCHILL,2024,5,142.25230414746545,142.25230414746545,2
CHURCHILL,2024,6,185.16828056550798,195.57823129251705,3
CHURCHILL,2024,7,157.96696726407217,159.97281299195313,4
CHURCHILL,2024,8,145.7223077491599,145.7223077491599,2
CHURCHILL,2024,9,150.03759233042683,145.8104430402652,4
CHURCHILL,2024,10,206.75012106912067,206.75012106912067,2
CHURCHILL,2024,11,,,0
CHURCHILL,2024,12,152.78307490055082,153.20175254706302,4
CHURCHILL,2025,1,140.22662889518415,140.22662889518415,1
CHURCHILL,2025,2,177.2842728826436,164.25992779783394,7
CHURCHILL,2025,3,179.2621961748955,163.27788046826865,5
CHURCHILL,2025,4,150.41290224007932,142.2319474835886,5
CHURCHILL,2025,5,151.0928180669345,158.48670756646217,5
CHURCHILL,2025,6,,,0
CHURCHILL,2025,7,,,0
CHURCHILL,2025,8,,,0
CHURCHILL,2025,9,,,0
CHURCHILL,2025,10,,,0
CHURCHILL,2025,11,,,0
CHURCHILL,2025,12,,,0
COLLIER,2012,1,76.40890676834975,72.75132275132275,11
COLLIER,2012,2,33.5287422932905,22.28533974218921,5
COLLIER,2012,3,69.58440381450689,38.13559322033898,9
COLLIER,2012,4,123.54995473307672,140.17094017094018,5
COLLIER,2012,5,84.29211770594117,100.11333333333332,9
COLLIER,2012,6,106.30621844068185,111.94600827150416,6
COLLIER,2012,7,111.71002850328108,113.12997129075038,16
COLLIER,2012,8,120.93596459805651,109.53076323987538,17
COLLIER,2012,9,90.94245813633819,103.06159420289856,11
COLLIER,2012,10,110.38905199205298,107.3389915127309,5
COLLIER,2012,11,210.13413053791064,238.91752577319588,3
COLLIER,2012,12,94.86873158930452,128.34288443170965,3
COLLIER,2013,1,112.76169104491889,107.88690476190476,3
COLLIER,2013,2,154.44015444015443,154.44015444015443,1
COLLIER,2013,3,94.95622622510629,94.95622622510629,2
COLLIER,2013,4,137.78704459312317,137.05805325185509,3
COLLIER,2013,5,132.34566337271792,122.53779069767442,9
COLLIER,2013,6,126.48173108829508,124.04287901990811,7
COLLIER,2013,7,93.47766325168857,93.47766325168857,2
COLLIER,2013,8,130.13993474985904,116.39093357271096,11
COLLIER,2013,9,132.0505558901696,128.26282628262825,7
COLLIER,2013,10,128.01434686466968,129.45590994371483,11
COLLIER,2013,11,118.01277108289698,112.84722222222224,3
COLLIER,2013,12,117.75012581930649,116.87335398915567,7
COLLIER,2014,1,139.98720779943963,139.98720779943963,2
COLLIER,2014,2,178.04154302670622,178.04154302670622,1
COLLIER,2014,3,68.89763779527559,68.89763779527559,1
COLLIER,2014,4,124.95846684153169,131.6146540027137,5
COLLIER,2014,5,,,0
COLLIER,2014,6,158.00144994533647,145.40816326530611,3
COLLIER,2014,7,134.96803588862505,122.88665239287602,6
COLLIER,2014,8,128.30871770973374,133.10725949315736,4
COLLIER,2014,9,146.717029253477,140.8607038575693,4
COLLIER,2014,10,91.56486154919183,91.56486154919183,2
COLLIER,2014,11,115.78947368421052,115.78947368421052,1
COLLIER,2014,12,,,0
COLLIER,2015,1,108.0,108.0,1
COLLIER,2015,2,143.79016562395074,141.61466666666666,3
COLLIER,2015,3,112.48093218592685,109.43912448700412,5
COLLIER,2015,4,139.93622850574184,127.10526315789474,5
COLLIER,2015,5,129.4263970818314,122.43797195253507,4
COLLIER,2015,6,129.97253022939796,126.59235668789808,3
COLLIER,2015,7,128.57160478092888,131.50253514705074,4
COLLIER,2015,8,137.2721778704567,128.29324169530355,5
COLLIER,2015,9,62.11180124223603,62.11180124223603,1
COLLIER,2015,10,137.68233400586342,142.77389277389278,3
COLLIER,2015,11,94.26528400990985,110.5072463768116,3
COLLIER,2015,12,,,0
COLLIER,2016,1,138.93798486394155,138.93798486394155,2
COLLIER,2016,2,158.77598152424943,158.77598152424943,1
COLLIER,2016,3,123.53546925819532,126.38781690287075,4
COLLIER,2016,4,140.6746031746032,140.6746031746032,2
COLLIER,2016,5,149.5100169441151,144.2853066024207,6
COLLIER,2016,6,147.50914564972885,146.19118071593533,10
COLLIER,2016,7,150.28787669575135,142.16867469879517,3
COLLIER,2016,8,146.9254520259476,146.9254520259476,2
COLLIER,2016,9,88.75739644970415,88.75739644970415,1
COLLIER,2016,10,103.72857727583443,127.1186440677966,3
COLLIER,2016,11,128.93577351079097,128.84267631103074,7
COLLIER,2016,12,,,0
COLLIER,2017,1,,,0
COLLIER,2017,2,157.09459459459458,157.09459459459458,1
COLLIER,2017,3,163.07761327350076,168.84154794427002,6
COLLIER,2017,4,180.34014332776692,167.77308388654194,5
COLLIER,2017,5,121.39665068792385,113.07411515302803,4
COLLIER,2017,6,149.14980058635618,140.1034411597792,6
COLLIER,2017,7,151.6699819694756,131.47249190938513,5
COLLIER,2017,8,143.92693458662444,134.82781026640677,5
COLLIER,2017,9,131.42716959146978,146.55172413793105,5
COLLIER,2017,10,156.3088908106062,157.94363580055744,5
COLLIER,2017,11,145.21474664401723,145.21474664401723,2
COLLIER,2017,12,250.0,250.0,1
COLLIER,2018,1,139.13148127902284,135.90211439447128,4
COLLIER,2018,2,,,0
COLLIER,2018,3,166.50080398462623,166.50080398462623,2
COLLIER,2018,4,145.07989336002385,141.07404561360727,8
COLLIER,2018,5,152.40982341053322,151.00671140939596,5
COLLIER,2018,6,144.11320493935995,134.6433770014556,9
COLLIER,2018,7,150.14789216412058,159.73429371424663,6
COLLIER,2018,8,149.7048422603394,151.86144561224344,10
COLLIER,2018,9,134.242968139238,138.08521830615464,5
COLLIER,2018,10,139.86271444609804,137.90671356995963,4
COLLIER,2018,11,120.57770642707871,149.36336924583742,5
COLLIER,2018,12,140.44048437112022,140.44048437112022,2
COLLIER,2019,1,139.97504159733776,139.97504159733776,1
COLLIER,2019,2,153.45690307614453,149.91334488734836,3
COLLIER,2019,3,157.04929675645425,164.3753735803945,3
COLLIER,2019,4,141.85158188148398,141.85158188148398,2
COLLIER,2019,5,144.4987267375154,146.63887274968454,6
COLLIER,2019,6,127.91813450100547,129.93017708527947,6
COLLIER,2019,7,147.08944810146005,139.1976097200931,10
COLLIER,2019,8,107.73951067968727,114.07534246575342,3
COLLIER,2019,9,156.288409476336,154.83580565409008,6
COLLIER,2019,10,130.7302755666591,153.63385464581415,3
COLLIER,2019,11,137.67855085301127,163.19444444444446,3
COLLIER,2019,12,170.43337169603504,183.62650848844345,3
COLLIER,2020,1,137.3466155238643,161.49414887199904,6
COLLIER,2020,2,137.88426763110309,137.88426763110309,1
COLLIER,2020,3,140.2005720348013,137.67993702204228,10
COLLIER,2020,4,134.61557012316686,145.98540145985402,3
COLLIER,2020,5,137.23605129352532,154.78971962616822,4
COLLIER,2020,6,161.05910834611856,178.22651448639158,3
COLLIER,2020,7,161.0023260068609,171.85377664914662,12
COLLIER,2020,8,152.17429942202304,159.32282003710574,11
COLLIER,2020,9,148.07047873387882,150.13269574299855,6
COLLIER,2020,10,231.4392076354993,216.95460024106063,3
COLLIER,2020,11,162.35444600979886,164.93955094991364,7
COLLIER,2020,12,115.82593802440198,126.984126984127,3
COLLIER,2021,1,162.6797169178838,174.81560063095688,4
COLLIER,2021,2,181.01511437908493,181.01511437908493,2
COLLIER,2021,3,176.63780851666817,174.49636674245977,6
COLLIER,2021,4,187.34088186904876,183.78995433789953,3
COLLIER,2021,5,184.93605351664704,181.53530152852107,6
COLLIER,2021,6,194.7716010136539,193.8986556359876,13
COLLIER,2021,7,168.6656283225661,170.54908485856905,13
COLLIER,2021,8,197.42803068995346,192.68197742312185,13
COLLIER,2021,9,180.6959372007159,167.53585512936144,6
COLLIER,2021,10,147.66880315174097,162.1244635193133,9
COLLIER,2021,11,169.53665032081696,198.40005663516337,6
COLLIER,2021,12,175.6245885855366,168.57652216728127,8
COLLIER,2022,1,166.83916409737677,167.21787619490888,8
COLLIER,2022,2,187.12605732504994,184.79915676504407,3
COLLIER,2022,3,178.13454990616552,190.47060270873732,12
COLLIER,2022,4,184.07679087455824,178.93242850374708,10
COLLIER,2022,5,196.66734132369527,196.1084194111635,4
COLLIER,2022,6,210.60141609367298,184.82490272373545,5
COLLIER,2022,7,202.85599635428767,182.33333333333337,7
COLLIER,2022,8,195.9874302381805,194.66145833333337,5
COLLIER,2022,9,190.6292825938025,186.37387387387383,9
COLLIER,2022,10,204.93374520827032,203.85396590066716,9
COLLIER,2022,11,176.4896373056995,176.4896373056995,1
COLLIER,2022,12,175.95564903121777,173.91224188790562,4
COLLIER,2023,1,203.0832798657336,210.85858585858583,7
COLLIER,2023,2,199.78191468003976,195.5161876518306,4
COLLIER,2023,3,170.2032890893531,166.9066930043353,4
COLLIER,2023,4,201.79929743954318,197.1607522594365,4
COLLIER,2023,5,174.6933403320236,183.4763948497854,9
COLLIER,2023,6,216.61381653550876,205.31400966183577,9
COLLIER,2023,7,208.5575330367329,212.35521235521236,7
COLLIER,2023,8,216.87913154866885,216.80837073438937,6
COLLIER,2023,9,178.2978078684015,175.01727933647348,6
COLLIER,2023,10,169.53737031579672,171.2428371936245,6
COLLIER,2023,11,210.32275701403637,211.4056420233463,7
COLLIER,2023,12,300.8885298869144,300.8885298869144,1
COLLIER,2024,1,189.65453531259814,185.55972232335736,4
COLLIER,2024,2,198.70142867707642,204.920806236591,4
COLLIER,2024,3,245.40889802523037,224.17439184965485,4
COLLIER,2024,4,247.6772911437137,245.7790388118257,4
COLLIER,2024,5,211.37316214766182,195.73885306150754,6
COLLIER,2024,6,210.21511224900033,210.2964835669961,7
COLLIER,2024,7,188.54263958192408,185.3707414829659,7
COLLIER,2024,8,233.37063740536925,226.85818513451892,7
COLLIER,2024,9,226.5031802513939,227.58152173913044,5
COLLIER,2024,10,232.8289306016825,263.7945302648171,6
COLLIER,2024,11,193.13745765447092,187.41387559808612,6
COLLIER,2024,12,210.530559092487,216.4768806073154,4
COLLIER,2025,1,93.5672514619883,93.5672514619883,1
COLLIER,2025,2,201.14707495991672,196.48397104446744,5
COLLIER,2025,3,202.83110909324486,191.8880927473462,6
COLLIER,2025,4,193.89702587855095,202.05871139916127,7
COLLIER,2025,5,164.29807913010404,177.48405689236216,4
COLLIER,2025,6,,,0
COLLIER,2025,7,,,0
COLLIER,2025,8,,,0
COLLIER,2025,9,,,0
COLLIER,2025,10,,,0
COLLIER,2025,11,,,0
COLLIER,2025,12,,,0
CORAOPOLIS,2012,1,53.153791637136784,53.153791637136784,1
CORAOPOLIS,2012,2,,,0
CORAOPOLIS,2012,3,43.41888396156689,43.41888396156689,2
CORAOPOLIS,2012,4,33.79564904771574,32.552083333333336,5
CORAOPOLIS,2012,5,21.206407894690948,22.71706378019705,4
CORAOPOLIS,2012,6,47.84387295433197,53.85208012326656,9
CORAOPOLIS,2012,7,42.86987443794,43.08293921339803,8
CORAOPOLIS,2012,8,49.10475232670559,34.27272727272727,5
CORAOPOLIS,2012,9,16.421307702743004,16.741071428571427,5
CORAOPOLIS,2012,10,41.005794311541536,38.730751283247784,7
CORAOPOLIS,2012,11,43.95332230739825,45.73861457919429,4
CORAOPOLIS,2012,12,31.74239522923733,31.74239522923733,2
CORAOPOLIS,2013,1,53.41246290801187,53.41246290801187,1
CORAOPOLIS,2013,2,21.037868162692845,21.037868162692845,1
CORAOPOLIS,2013,3,65.20059780515457,57.2,3
CORAOPOLIS,2013,4,41.10301899655678,39.12680819513376,4
CORAOPOLIS,2013,5,50.08650228261381,46.84105369335816,4
CORAOPOLIS,2013,6,61.06341863418416,61.75595238095238,3
CORAOPOLIS,2013,7,67.65421979097194,57.42035742035742,3
CORAOPOLIS,2013,8,56.160714285714285,56.160714285714285,1
CORAOPOLIS,2013,9,66.11372550032381,63.76518218623482,3
CORAOPOLIS,2013,10,,,0
CORAOPOLIS,2013,11,49.19146081077971,40.81632653061224,3
CORAOPOLIS,2013,12,34.80835293416857,39.246765214345004,4
CORAOPOLIS,2014,1,,,0
CORAOPOLIS,2014,2,57.3262806093758,57.3262806093758,2
CORAOPOLIS,2014,3,42.37532119231007,44.92330168005844,5
CORAOPOLIS,2014,4,72.09612817089453,72.09612817089453,1
CORAOPOLIS,2014,5,67.04721634954194,67.04721634954194,2
CORAOPOLIS,2014,6,,,0
CORAOPOLIS,2014,7,,,0
CORAOPOLIS,2014,8,71.33901557230487,74.26900584795321,3
CORAOPOLIS,2014,9,43.86713597589299,43.86713597589299,2
CORAOPOLIS,2014,10,54.810193697143795,54.810193697143795,2
CORAOPOLIS,2014,11,59.51005814867201,59.51005814867201,2
CORAOPOLIS,2014,12,,,0
CORAOPOLIS,2015,1,62.397799277781566,62.397799277781566,2
CORAOPOLIS,2015,2,,,0
CORAOPOLIS,2015,3,98.09027777777777,98.09027777777777,2
CORAOPOLIS,2015,4,90.3846153846154,90.3846153846154,1
CORAOPOLIS,2015,5,66.90848214285714,66.90848214285714,1
CORAOPOLIS,2015,6,105.35500433165163,105.35500433165163,2
CORAOPOLIS,2015,7,52.46913580246913,52.46913580246913,1
CORAOPOLIS,2015,8,38.64278982092366,38.64278982092366,1
CORAOPOLIS,2015,9,92.89900794545956,86.58008658008659,3
CORAOPOLIS,2015,10,65.2853630078937,65.2853630078937,2
CORAOPOLIS,2015,11,74.46808510638297,74.46808510638297,1
CORAOPOLIS,2015,12,,,0
CORAOPOLIS,2016,1,,,0
CORAOPOLIS,2016,2,,,0
CORAOPOLIS,2016,3,49.06333630686887,49.06333630686887,1
CORAOPOLIS,2016,4,60.9893811210753,56.71416083916084,4
CORAOPOLIS,2016,5,39.703245074759366,24.35555555555555,3
CORAOPOLIS,2016,6,74.21027250317168,86.82634730538922,5
CORAOPOLIS,2016,7,60.14068745630214,55.141868512110726,4
CORAOPOLIS,2016,8,92.38833479171534,92.38833479171534,2
