MUNIDESC,SALE_YEAR,SALE_MONTH,avg_ppsf,median_ppsf,sale_count
5TH WARD - PITTSBURGH,2012,6,73.03140154607,73.03140154607,2
5TH WARD - PITTSBURGH,2012,7,23.70766250844084,23.70766250844084,2
5TH WARD - PITTSBURGH,2012,8,39.031365825046535,27.643466438611494,4
5TH WARD - PITTSBURGH,2012,9,66.65389799656685,66.65389799656685,2
5TH WARD - PITTSBURGH,2012,10,17.55194445517899,17.55194445517899,2
5TH WARD - PITTSBURGH,2012,11,9.04639175257732,9.04639175257732,1
5TH WARD - PITTSBURGH,2012,12,,,0
5TH WARD - PITTSBURGH,2013,1,,,0
5TH WARD - PITTSBURGH,2013,2,15.947561045347973,15.947561045347973,2
5TH WARD - PITTSBURGH,2013,3,,,0
5TH WARD - PITTSBURGH,2013,4,32.5077399380805,32.5077399380805,1
5TH WARD - PITTSBURGH,2013,5,111.82598039215686,111.82598039215686,1
5TH WARD - PITTSBURGH,2013,6,35.245544741158774,33.56481481481482,3
5TH WARD - PITTSBURGH,2013,7,,,0
5TH WARD - PITTSBURGH,2013,8,52.408854166666664,52.408854166666664,2
5TH WARD - PITTSBURGH,2013,9,,,0
5TH WARD - PITTSBURGH,2013,10,,,0
5TH WARD - PITTSBURGH,2013,11,34.21269579554823,34.21269579554823,1
5TH WARD - PITTSBURGH,2013,12,59.48194982310497,37.56501182033097,4
5TH WARD - PITTSBURGH,2014,1,78.93139040680025,78.93139040680025,1
5TH WARD - PITTSBURGH,2014,2,,,0
5TH WARD - PITTSBURGH,2014,3,52.33494363929147,52.33494363929147,1
5TH WARD - PITTSBURGH,2014,4,,,0
5TH WARD - PITTSBURGH,2014,5,,,0
5TH WARD - PITTSBURGH,2014,6,112.18487394957984,112.18487394957984,1
5TH WARD - PITTSBURGH,2014,7,,,0
5TH WARD - PITTSBURGH,2014,8,,,0
5TH WARD - PITTSBURGH,2014,9,,,0
5TH WARD - PITTSBURGH,2014,10,,,0
5TH WARD - PITTSBURGH,2014,11,,,0
5TH WARD - PITTSBURGH,2014,12,,,0
5TH WARD - PITTSBURGH,2015,1,,,0
5TH WARD - PITTSBURGH,2015,2,,,0
5TH WARD - PITTSBURGH,2015,3,23.14814814814815,23.14814814814815,1
5TH WARD - PITTSBURGH,2015,4,,,0
5TH WARD - PITTSBURGH,2015,5,70.58823529411765,70.58823529411765,1
5TH WARD - PITTSBURGH,2015,6,71.04795737122558,71.04795737122558,1
5TH WARD - PITTSBURGH,2015,7,,,0
5TH WARD - PITTSBURGH,2015,8,19.53125,19.53125,1
5TH WARD - PITTSBURGH,2015,9,,,0
5TH WARD - PITTSBURGH,2015,10,83.50202429149797,83.50202429149797,1
5TH WARD - PITTSBURGH,2015,11,,,0
5TH WARD - PITTSBURGH,2015,12,45.16711833785005,45.16711833785005,1
5TH WARD - PITTSBURGH,2016,1,,,0
5TH WARD - PITTSBURGH,2016,2,,,0
5TH WARD - PITTSBURGH,2016,3,56.74061433447099,56.74061433447099,1
5TH WARD - PITTSBURGH,2016,4,,,0
5TH WARD - PITTSBURGH,2016,5,,,0
5TH WARD - PITTSBURGH,2016,6,,,0
5TH WARD - PITTSBURGH,2016,7,36.37566137566137,36.37566137566137,1
5TH WARD - PITTSBURGH,2016,8,,,0
5TH WARD - PITTSBURGH,2016,9,,,0
5TH WARD - PITTSBURGH,2016,10,75.47669491525424,75.47669491525424,1
5TH WARD - PITTSBURGH,2016,11,110.10362694300518,110.10362694300518,1
5TH WARD - PITTSBURGH,2016,12,,,0
5TH WARD - PITTSBURGH,2017,1,,,0
5TH WARD - PITTSBURGH,2017,2,119.23076923076924,119.23076923076924,1
5TH WARD - PITTSBURGH,2017,3,,,0
5TH WARD - PITTSBURGH,2017,4,21.29817444219067,21.29817444219067,1
5TH WARD - PITTSBURGH,2017,5,39.12428842504744,39.12428842504744,1
5TH WARD - PITTSBURGH,2017,6,50.84506280273311,50.84506280273311,2
5TH WARD - PITTSBURGH,2017,7,,,0
5TH WARD - PITTSBURGH,2017,8,29.085872576177284,29.085872576177284,1
5TH WARD - PITTSBURGH,2017,9,,,0
5TH WARD - PITTSBURGH,2017,10,47.77777777777778,47.77777777777778,1
5TH WARD - PITTSBURGH,2017,11,,,0
5TH WARD - PITTSBURGH,2017,12,82.1639021217165,82.1639021217165,2
5TH WARD - PITTSBURGH,2018,1,98.37962962962963,98.37962962962963,1
5TH WARD - PITTSBURGH,2018,2,,,0
5TH WARD - PITTSBURGH,2018,3,84.97829898273649,55.521091811414394,3
5TH WARD - PITTSBURGH,2018,4,147.05882352941177,147.05882352941177,1
5TH WARD - PITTSBURGH,2018,5,167.15029761904762,167.15029761904762,1
5TH WARD - PITTSBURGH,2018,6,,,0
5TH WARD - PITTSBURGH,2018,7,55.55555555555556,55.55555555555556,1
5TH WARD - PITTSBURGH,2018,8,55.94262295081967,55.94262295081967,2
5TH WARD - PITTSBURGH,2018,9,8.900756564307967,8.900756564307967,1
5TH WARD - PITTSBURGH,2018,10,72.34078150451501,72.34078150451501,2
5TH WARD - PITTSBURGH,2018,11,,,0
5TH WARD - PITTSBURGH,2018,12,,,0
5TH WARD - PITTSBURGH,2019,1,,,0
5TH WARD - PITTSBURGH,2019,2,,,0
5TH WARD - PITTSBURGH,2019,3,,,0
5TH WARD - PITTSBURGH,2019,4,27.17391304347826,27.17391304347826,1
5TH WARD - PITTSBURGH,2019,5,42.15686274509804,42.15686274509804,1
5TH WARD - PITTSBURGH,2019,6,,,0
5TH WARD - PITTSBURGH,2019,7,24.605385329619313,24.605385329619313,1
5TH WARD - PITTSBURGH,2019,8,,,0
5TH WARD - PITTSBURGH,2019,9,27.793204602415127,27.793204602415127,2
5TH WARD - PITTSBURGH,2019,10,27.573529411764707,27.573529411764707,1
5TH WARD - PITTSBURGH,2019,11,,,0
5TH WARD - PITTSBURGH,2019,12,83.70773050049365,83.33333333333333,3
5TH WARD - PITTSBURGH,2020,1,151.00671140939596,151.00671140939596,1
5TH WARD - PITTSBURGH,2020,2,,,0
5TH WARD - PITTSBURGH,2020,3,,,0
5TH WARD - PITTSBURGH,2020,4,,,0
5TH WARD - PITTSBURGH,2020,5,,,0
5TH WARD - PITTSBURGH,2020,6,,,0
5TH WARD - PITTSBURGH,2020,7,,,0
5TH WARD - PITTSBURGH,2020,8,67.5207756232687,67.5207756232687,1
5TH WARD - PITTSBURGH,2020,9,,,0
5TH WARD - PITTSBURGH,2020,10,47.79117823642005,47.79117823642005,2
5TH WARD - PITTSBURGH,2020,11,55.97014925373134,55.97014925373134,1
5TH WARD - PITTSBURGH,2020,12,147.64790669174647,147.64790669174647,2
5TH WARD - PITTSBURGH,2021,1,43.75,43.75,1
5TH WARD - PITTSBURGH,2021,2,,,0
5TH WARD - PITTSBURGH,2021,3,62.71780895362345,62.71780895362345,2
5TH WARD - PITTSBURGH,2021,4,195.8801498127341,195.8801498127341,1
5TH WARD - PITTSBURGH,2021,5,58.23863636363637,58.23863636363637,1
5TH WARD - PITTSBURGH,2021,6,129.31839402427636,129.31839402427636,2
5TH WARD - PITTSBURGH,2021,7,,,0
5TH WARD - PITTSBURGH,2021,8,,,0
5TH WARD - PITTSBURGH,2021,9,89.28571428571429,89.28571428571429,1
5TH WARD - PITTSBURGH,2021,10,,,0
5TH WARD - PITTSBURGH,2021,11,62.89175926139623,62.89175926139623,2
5TH WARD - PITTSBURGH,2021,12,64.38850438377347,58.035714285714285,3
5TH WARD - PITTSBURGH,2022,1,105.93429883433416,105.93429883433416,1
5TH WARD - PITTSBURGH,2022,2,121.63461538461539,121.63461538461539,2
5TH WARD - PITTSBURGH,2022,3,195.85539644363175,198.88888888888889,3
5TH WARD - PITTSBURGH,2022,4,34.151414309484196,34.151414309484196,1
5TH WARD - PITTSBURGH,2022,5,86.49924041297936,81.07792527040314,4
5TH WARD - PITTSBURGH,2022,6,,,0
5TH WARD - PITTSBURGH,2022,7,,,0
5TH WARD - PITTSBURGH,2022,8,,,0
5TH WARD - PITTSBURGH,2022,9,104.31184668989548,104.31184668989548,1
5TH WARD - PITTSBURGH,2022,10,,,0
5TH WARD - PITTSBURGH,2022,11,182.98479087452472,182.98479087452472,1
5TH WARD - PITTSBURGH,2022,12,,,0
5TH WARD - PITTSBURGH,2023,1,53.67036011080332,53.67036011080332,1
5TH WARD - PITTSBURGH,2023,2,91.54187050231928,89.79885057471265,3
5TH WARD - PITTSBURGH,2023,3,65.90346534653466,65.90346534653466,1
5TH WARD - PITTSBURGH,2023,4,,,0
5TH WARD - PITTSBURGH,2023,5,100.63361908311592,100.63361908311592,1
5TH WARD - PITTSBURGH,2023,6,,,0
5TH WARD - PITTSBURGH,2023,7,177.77777777777777,177.77777777777777,1
5TH WARD - PITTSBURGH,2023,8,191.5041782729805,191.5041782729805,1
5TH WARD - PITTSBURGH,2023,9,,,0
5TH WARD - PITTSBURGH,2023,10,,,0
5TH WARD - PITTSBURGH,2023,11,,,0
5TH WARD - PITTSBURGH,2023,12,,,0
5TH WARD - PITTSBURGH,2024,1,,,0
5TH WARD - PITTSBURGH,2024,2,57.758620689655174,57.758620689655174,1
5TH WARD - PITTSBURGH,2024,3,119.4331983805668,119.4331983805668,1
5TH WARD - PITTSBURGH,2024,4,58.55724381815541,58.55724381815541,2
5TH WARD - PITTSBURGH,2024,5,86.65129639586675,86.65129639586675,2
5TH WARD - PITTSBURGH,2024,6,,,0
5TH WARD - PITTSBURGH,2024,7,,,0
5TH WARD - PITTSBURGH,2024,8,300.45523520485585,300.45523520485585,1
5TH WARD - PITTSBURGH,2024,9,67.0611439842209,67.0611439842209,1
5TH WARD - PITTSBURGH,2024,10,,,0
5TH WARD - PITTSBURGH,2024,11,,,0
5TH WARD - PITTSBURGH,2024,12,125.11365702855065,125.11365702855065,2
5TH WARD - PITTSBURGH,2025,1,,,0
5TH WARD - PITTSBURGH,2025,2,134.80392156862746,134.80392156862746,1
5TH WARD - PITTSBURGH,2025,3,,,0
5TH WARD - PITTSBURGH,2025,4,,,0
5TH WARD - PITTSBURGH,2025,5,155.66960264781048,132.41525423728814,3
5TH WARD - PITTSBURGH,2025,6,,,0
5TH WARD - PITTSBURGH,2025,7,,,0
5TH WARD - PITTSBURGH,2025,8,,,0
5TH WARD - PITTSBURGH,2025,9,,,0
5TH WARD - PITTSBURGH,2025,10,,,0
5TH WARD - PITTSBURGH,2025,11,,,0
5TH WARD - PITTSBURGH,2025,12,,,0
6TH WARD  - MCKEESPORT,2012,1,,,0
6TH WARD  - MCKEESPORT,2012,2,2.247191011235955,2.247191011235955,1
6TH WARD  - MCKEESPORT,2012,3,,,0
6TH WARD  - MCKEESPORT,2012,4,,,0
6TH WARD  - MCKEESPORT,2012,5,,,0
6TH WARD  - MCKEESPORT,2012,6,2.237136465324385,2.237136465324385,1
6TH WARD  - MCKEESPORT,2012,7,,,0
6TH WARD  - MCKEESPORT,2012,8,6.859756097560975,6.859756097560975,1
6TH WARD  - MCKEESPORT,2012,9,,,0
6TH WARD  - MCKEESPORT,2012,10,,,0
6TH WARD  - MCKEESPORT,2012,11,,,0
6TH WARD  - MCKEESPORT,2012,12,,,0
6TH WARD  - MCKEESPORT,2013,1,,,0
6TH WARD  - MCKEESPORT,2013,2,,,0
6TH WARD  - MCKEESPORT,2013,3,,,0
6TH WARD  - MCKEESPORT,2013,4,,,0
6TH WARD  - MCKEESPORT,2013,5,,,0
6TH WARD  - MCKEESPORT,2013,6,,,0
6TH WARD  - MCKEESPORT,2013,7,,,0
6TH WARD  - MCKEESPORT,2013,8,,,0
6TH WARD  - MCKEESPORT,2013,9,,,0
6TH WARD  - MCKEESPORT,2013,10,,,0
6TH WARD  - MCKEESPORT,2013,11,,,0
6TH WARD  - MCKEESPORT,2013,12,16.666666666666668,16.666666666666668,1
6TH WARD  - MCKEESPORT,2014,1,,,0
6TH WARD  - MCKEESPORT,2014,2,,,0
6TH WARD  - MCKEESPORT,2014,3,,,0
6TH WARD  - MCKEESPORT,2014,4,,,0
6TH WARD  - MCKEESPORT,2014,5,,,0
6TH WARD  - MCKEESPORT,2014,6,26.785714285714285,26.785714285714285,1
6TH WARD  - MCKEESPORT,2014,7,15.988372093023257,15.988372093023257,1
6TH WARD  - MCKEESPORT,2014,8,,,0
6TH WARD  - MCKEESPORT,2014,9,,,0
6TH WARD  - MCKEESPORT,2014,10,,,0
6TH WARD  - MCKEESPORT,2014,11,,,0
6TH WARD  - MCKEESPORT,2014,12,,,0
6TH WARD  - MCKEESPORT,2015,1,,,0
6TH WARD  - MCKEESPORT,2015,2,,,0
6TH WARD  - MCKEESPORT,2015,3,,,0
6TH WARD  - MCKEESPORT,2015,4,,,0
6TH WARD  - MCKEESPORT,2015,5,,,0
6TH WARD  - MCKEESPORT,2015,6,,,0
6TH WARD  - MCKEESPORT,2015,7,,,0
6TH WARD  - MCKEESPORT,2015,8,,,0
6TH WARD  - MCKEESPORT,2015,9,46.2962962962963,46.2962962962963,1
6TH WARD  - MCKEESPORT,2015,10,,,0
6TH WARD  - MCKEESPORT,2015,11,,,0
6TH WARD  - MCKEESPORT,2015,12,,,0
6TH WARD  - MCKEESPORT,2016,1,,,0
6TH WARD  - MCKEESPORT,2016,2,,,0
6TH WARD  - MCKEESPORT,2016,3,,,0
6TH WARD  - MCKEESPORT,2016,4,,,0
6TH WARD  - MCKEESPORT,2016,5,,,0
6TH WARD  - MCKEESPORT,2016,6,,,0
6TH WARD  - MCKEESPORT,2016,7,,,0
6TH WARD  - MCKEESPORT,2016,8,,,0
6TH WARD  - MCKEESPORT,2016,9,,,0
6TH WARD  - MCKEESPORT,2016,10,,,0
6TH WARD  - MCKEESPORT,2016,11,,,0
6TH WARD  - MCKEESPORT,2016,12,,,0
6TH WARD  - MCKEESPORT,2017,1,,,0
6TH WARD  - MCKEESPORT,2017,2,,,0
6TH WARD  - MCKEESPORT,2017,3,,,0
6TH WARD  - MCKEESPORT,2017,4,,,0
6TH WARD  - MCKEESPORT,2017,5,,,0
6TH WARD  - MCKEESPORT,2017,6,,,0
6TH WARD  - MCKEESPORT,2017,7,,,0
6TH WARD  - MCKEESPORT,2017,8,11.74934725848564,11.74934725848564,1
6TH WARD  - MCKEESPORT,2017,9,,,0
6TH WARD  - MCKEESPORT,2017,10,,,0
6TH WARD  - MCKEESPORT,2017,11,,,0
6TH WARD  - MCKEESPORT,2017,12,,,0
6TH WARD  - MCKEESPORT,2018,1,,,0
6TH WARD  - MCKEESPORT,2018,2,,,0
6TH WARD  - MCKEESPORT,2018,3,,,0
6TH WARD  - MCKEESPORT,2018,4,,,0
6TH WARD  - MCKEESPORT,2018,5,,,0
6TH WARD  - MCKEESPORT,2018,6,,,0
6TH WARD  - MCKEESPORT,2018,7,,,0
6TH WARD  - MCKEESPORT,2018,8,,,0
6TH WARD  - MCKEESPORT,2018,9,,,0
6TH WARD  - MCKEESPORT,2018,10,,,0
6TH WARD  - MCKEESPORT,2018,11,,,0
6TH WARD  - MCKEESPORT,2018,12,,,0
6TH WARD  - MCKEESPORT,2019,1,,,0
6TH WARD  - MCKEESPORT,2019,2,,,0
6TH WARD  - MCKEESPORT,2019,3,,,0
6TH WARD  - MCKEESPORT,2019,4,,,0
6TH WARD  - MCKEESPORT,2019,5,,,0
6TH WARD  - MCKEESPORT,2019,6,,,0
6TH WARD  - MCKEESPORT,2019,7,,,0
6TH WARD  - MCKEESPORT,2019,8,5.1092763477416225,5.1092763477416225,1
6TH WARD  - MCKEESPORT,2019,9,,,0
6TH WARD  - MCKEESPORT,2019,10,2.849002849002849,2.849002849002849,1
6TH WARD  - MCKEESPORT,2019,11,,,0
6TH WARD  - MCKEESPORT,2019,12,,,0
6TH WARD  - MCKEESPORT,2020,1,,,0
6TH WARD  - MCKEESPORT,2020,2,,,0
6TH WARD  - MCKEESPORT,2020,3,,,0
6TH WARD  - MCKEESPORT,2020,4,16.710642040457344,16.710642040457344,1
6TH WARD  - MCKEESPORT,2020,5,,,0
6TH WARD  - MCKEESPORT,2020,6,,,0
6TH WARD  - MCKEESPORT,2020,7,,,0
6TH WARD  - MCKEESPORT,2020,8,12.43622448979592,12.43622448979592,1
6TH WARD  - MCKEESPORT,2020,9,,,0
6TH WARD  - MCKEESPORT,2020,10,,,0
6TH WARD  - MCKEESPORT,2020,11,21.18223962289877,21.18223962289877,2
6TH WARD  - MCKEESPORT,2020,12,,,0
6TH WARD  - MCKEESPORT,2021,1,,,0
6TH WARD  - MCKEESPORT,2021,2,,,0
6TH WARD  - MCKEESPORT,2021,3,,,0
6TH WARD  - MCKEESPORT,2021,4,,,0
6TH WARD  - MCKEESPORT,2021,5,,,0
6TH WARD  - MCKEESPORT,2021,6,,,0
6TH WARD  - MCKEESPORT,2021,7,,,0
6TH WARD  - MCKEESPORT,2021,8,,,0
6TH WARD  - MCKEESPORT,2021,9,40.296052631578945,40.296052631578945,1
6TH WARD  - MCKEESPORT,2021,10,,,0
6TH WARD  - MCKEESPORT,2021,11,,,0
6TH WARD  - MCKEESPORT,2021,12,,,0
6TH WARD  - MCKEESPORT,2022,1,,,0
6TH WARD  - MCKEESPORT,2022,2,,,0
6TH WARD  - MCKEESPORT,2022,3,,,0
6TH WARD  - MCKEESPORT,2022,4,,,0
6TH WARD  - MCKEESPORT,2022,5,30.303030303030305,30.303030303030305,1
6TH WARD  - MCKEESPORT,2022,6,,,0
6TH WARD  - MCKEESPORT,2022,7,,,0
6TH WARD  - MCKEESPORT,2022,8,22.29299363057325,22.29299363057325,1
6TH WARD  - MCKEESPORT,2022,9,,,0
6TH WARD  - MCKEESPORT,2022,10,,,0
6TH WARD  - MCKEESPORT,2022,11,,,0
6TH WARD  - MCKEESPORT,2022,12,,,0
6TH WARD  - MCKEESPORT,2023,1,22.634676324128566,22.634676324128566,1
6TH WARD  - MCKEESPORT,2023,2,31.605113636363637,31.605113636363637,1
6TH WARD  - MCKEESPORT,2023,3,85.02024291497976,85.02024291497976,1
6TH WARD  - MCKEESPORT,2023,4,13.412698412698411,13.412698412698411,1
6TH WARD  - MCKEESPORT,2023,5,11.476664116296863,11.476664116296863,1
6TH WARD  - MCKEESPORT,2023,6,39.583333333333336,39.583333333333336,1
6TH WARD  - MCKEESPORT,2023,7,,,0
6TH WARD  - MCKEESPORT,2023,8,,,0
6TH WARD  - MCKEESPORT,2023,9,,,0
6TH WARD  - MCKEESPORT,2023,10,,,0
6TH WARD  - MCKEESPORT,2023,11,,,0
6TH WARD  - MCKEESPORT,2023,12,,,0
6TH WARD  - MCKEESPORT,2024,1,37.57575757575758,37.57575757575758,1
6TH WARD  - MCKEESPORT,2024,2,,,0
6TH WARD  - MCKEESPORT,2024,3,,,0
6TH WARD  - MCKEESPORT,2024,4,,,0
6TH WARD  - MCKEESPORT,2024,5,10.909090909090908,10.909090909090908,1
6TH WARD  - MCKEESPORT,2024,6,,,0
6TH WARD  - MCKEESPORT,2024,7,,,0
6TH WARD  - MCKEESPORT,2024,8,,,0
6TH WARD  - MCKEESPORT,2024,9,,,0
6TH WARD  - MCKEESPORT,2024,10,,,0
6TH WARD  - MCKEESPORT,2024,11,,,0
6TH WARD  - MCKEESPORT,2024,12,,,0
6TH WARD  - MCKEESPORT,2025,1,,,0
6TH WARD  - MCKEESPORT,2025,2,,,0
6TH WARD  - MCKEESPORT,2025,3,,,0
6TH WARD  - MCKEESPORT,2025,4,11.11111111111111,11.11111111111111,1
6TH WARD  - MCKEESPORT,2025,5,,,0
6TH WARD  - MCKEESPORT,2025,6,,,0
6TH WARD  - MCKEESPORT,2025,7,,,0
6TH WARD  - MCKEESPORT,2025,8,,,0
6TH WARD  - MCKEESPORT,2025,9,,,0
6TH WARD  - MCKEESPORT,2025,10,,,0
6TH WARD  - MCKEESPORT,2025,11,,,0
6TH WARD  - MCKEESPORT,2025,12,,,0
6TH WARD - PITTSBURGH,2012,1,99.1494373547286,96.76394213774913,4
6TH WARD - PITTSBURGH,2012,2,39.19123081605147,39.19123081605147,2
6TH WARD - PITTSBURGH,2012,3,69.36764522871881,21.17863720073665,3
6TH WARD - PITTSBURGH,2012,4,117.16193320011072,128.15858621779674,4
6TH WARD - PITTSBURGH,2012,5,65.23627742539443,90.35326086956522,5
6TH WARD - PITTSBURGH,2012,6,62.58186525818627,34.424974358233534,6
6TH WARD - PITTSBURGH,2012,7,24.308948286403183,29.585798816568047,3
6TH WARD - PITTSBURGH,2012,8,160.9678105436421,160.9678105436421,2
6TH WARD - PITTSBURGH,2012,9,52.560851425939376,53.98911533117184,8
6TH WARD - PITTSBURGH,2012,10,24.50871274456735,16.621256743185214,6
6TH WARD - PITTSBURGH,2012,11,,,0
6TH WARD - PITTSBURGH,2012,12,46.91689008042896,46.91689008042896,1
6TH WARD - PITTSBURGH,2013,1,59.05797101449275,59.05797101449275,1
6TH WARD - PITTSBURGH,2013,2,214.11927847682566,276.2303829968248,4
6TH WARD - PITTSBURGH,2013,3,223.53815597382535,242.32143816843126,6
6TH WARD - PITTSBURGH,2013,4,126.28968253968254,46.2962962962963,3
6TH WARD - PITTSBURGH,2013,5,39.91173653015998,30.112578296935837,4
6TH WARD - PITTSBURGH,2013,6,289.1156462585034,289.1156462585034,1
6TH WARD - PITTSBURGH,2013,7,187.4791811869592,203.34628288892816,6
6TH WARD - PITTSBURGH,2013,8,210.52889479008599,210.52889479008599,2
6TH WARD - PITTSBURGH,2013,9,,,0
6TH WARD - PITTSBURGH,2013,10,23.691707824232427,21.40077821011673,3
6TH WARD - PITTSBURGH,2013,11,,,0
6TH WARD - PITTSBURGH,2013,12,35.01951625332529,35.01951625332529,2
6TH WARD - PITTSBURGH,2014,1,39.6039603960396,39.6039603960396,1
6TH WARD - PITTSBURGH,2014,2,104.421768707483,104.421768707483,1
6TH WARD - PITTSBURGH,2014,3,,,0
6TH WARD - PITTSBURGH,2014,4,71.23205037664783,71.23205037664783,2
6TH WARD - PITTSBURGH,2014,5,,,0
6TH WARD - PITTSBURGH,2014,6,,,0
6TH WARD - PITTSBURGH,2014,7,,,0
6TH WARD - PITTSBURGH,2014,8,219.08018856917252,207.95271359484147,3
6TH WARD - PITTSBURGH,2014,9,49.382716049382715,49.382716049382715,1
6TH WARD - PITTSBURGH,2014,10,,,0
6TH WARD - PITTSBURGH,2014,11,,,0
6TH WARD - PITTSBURGH,2014,12,,,0
6TH WARD - PITTSBURGH,2015,1,183.01971326164875,183.01971326164875,1
6TH WARD - PITTSBURGH,2015,2,63.61607142857143,63.61607142857143,1
6TH WARD - PITTSBURGH,2015,3,70.70707070707071,70.70707070707071,1
6TH WARD - PITTSBURGH,2015,4,156.93701202800483,156.93701202800483,2
6TH WARD - PITTSBURGH,2015,5,,,0
6TH WARD - PITTSBURGH,2015,6,82.8284656685417,85.30183727034121,3
6TH WARD - PITTSBURGH,2015,7,192.3924951591625,185.20859671302148,3
6TH WARD - PITTSBURGH,2015,8,,,0
6TH WARD - PITTSBURGH,2015,9,,,0
6TH WARD - PITTSBURGH,2015,10,,,0
6TH WARD - PITTSBURGH,2015,11,,,0
6TH WARD - PITTSBURGH,2015,12,5.254515599343185,5.254515599343185,1
6TH WARD - PITTSBURGH,2016,1,,,0
6TH WARD - PITTSBURGH,2016,2,,,0
6TH WARD - PITTSBURGH,2016,3,,,0
6TH WARD - PITTSBURGH,2016,4,,,0
6TH WARD - PITTSBURGH,2016,5,152.92531367956198,152.92531367956198,2
6TH WARD - PITTSBURGH,2016,6,,,0
6TH WARD - PITTSBURGH,2016,7,29.95676100628931,29.95676100628931,1
6TH WARD - PITTSBURGH,2016,8,111.4003585473051,111.4003585473051,2
6TH WARD - PITTSBURGH,2016,9,93.86729048752957,93.86729048752957,2
6TH WARD - PITTSBURGH,2016,10,129.10445326326766,107.30858468677494,3
6TH WARD - PITTSBURGH,2016,11,47.54801751819716,49.21259842519685,3
6TH WARD - PITTSBURGH,2016,12,30.303030303030305,30.303030303030305,1
6TH WARD - PITTSBURGH,2017,1,182.11920529801324,182.11920529801324,1
6TH WARD - PITTSBURGH,2017,2,104.11155873978139,104.11155873978139,2
6TH WARD - PITTSBURGH,2017,3,276.13871635610764,276.13871635610764,1
6TH WARD - PITTSBURGH,2017,4,152.45254701122926,173.8095238095238,5
6TH WARD - PITTSBURGH,2017,5,145.23866006182755,157.70376198244986,4
6TH WARD - PITTSBURGH,2017,6,105.14145997273789,90.76305220883536,3
6TH WARD - PITTSBURGH,2017,7,216.0650737163193,216.0650737163193,1
6TH WARD - PITTSBURGH,2017,8,168.43377976190476,168.43377976190476,2
6TH WARD - PITTSBURGH,2017,9,,,0
6TH WARD - PITTSBURGH,2017,10,114.82799274361851,124.44444444444444,3
6TH WARD - PITTSBURGH,2017,11,,,0
6TH WARD - PITTSBURGH,2017,12,214.07624633431084,214.07624633431084,1
6TH WARD - PITTSBURGH,2018,1,115.3061224489796,115.3061224489796,1
6TH WARD - PITTSBURGH,2018,2,181.36200716845875,181.36200716845875,1
6TH WARD - PITTSBURGH,2018,3,223.92638036809817,223.92638036809817,1
6TH WARD - PITTSBURGH,2018,4,,,0
6TH WARD - PITTSBURGH,2018,5,145.92005689386545,192.80205655526993,3
6TH WARD - PITTSBURGH,2018,6,299.3295019157088,299.3295019157088,1
6TH WARD - PITTSBURGH,2018,7,153.51726126687063,175.0,3
6TH WARD - PITTSBURGH,2018,8,212.66135775749763,239.4278606965174,5
6TH WARD - PITTSBURGH,2018,9,221.68141592920355,221.68141592920355,1
6TH WARD - PITTSBURGH,2018,10,124.37810945273633,124.37810945273633,1
6TH WARD - PITTSBURGH,2018,11,119.61362542128069,119.61362542128069,2
6TH WARD - PITTSBURGH,2018,12,217.81811683006535,217.81811683006535,2
6TH WARD - PITTSBURGH,2019,1,244.97982915959017,235.2700490998363,3
6TH WARD - PITTSBURGH,2019,2,209.13603624762686,186.11111111111111,3
6TH WARD - PITTSBURGH,2019,3,239.139209860886,258.2329317269076,3
6TH WARD - PITTSBURGH,2019,4,273.01829012969466,273.01829012969466,2
6TH WARD - PITTSBURGH,2019,5,272.40143369175627,272.40143369175627,1
6TH WARD - PITTSBURGH,2019,6,196.47922351298658,196.47922351298658,2
6TH WARD - PITTSBURGH,2019,7,,,0
6TH WARD - PITTSBURGH,2019,8,173.804012345679,173.804012345679,2
6TH WARD - PITTSBURGH,2019,9,294.8545861297539,294.8545861297539,1
6TH WARD - PITTSBURGH,2019,10,95.46903066342121,51.37395459976105,3
6TH WARD - PITTSBURGH,2019,11,204.87185093167705,204.87185093167705,2
6TH WARD - PITTSBURGH,2019,12,207.15103829993535,207.15103829993535,2
6TH WARD - PITTSBURGH,2020,1,,,0
6TH WARD - PITTSBURGH,2020,2,251.6139677549959,209.87654320987653,3
6TH WARD - PITTSBURGH,2020,3,98.47818431007646,113.26860841423948,3
6TH WARD - PITTSBURGH,2020,4,231.24147339699863,231.24147339699863,1
6TH WARD - PITTSBURGH,2020,5,,,0
6TH WARD - PITTSBURGH,2020,6,206.2729010369691,222.1654749744637,5
6TH WARD - PITTSBURGH,2020,7,265.84867075664624,265.84867075664624,1
6TH WARD - PITTSBURGH,2020,8,246.98103907706053,246.98103907706053,2
6TH WARD - PITTSBURGH,2020,9,266.3492063492064,266.3492063492064,2
6TH WARD - PITTSBURGH,2020,10,141.20131655614787,78.80910683012259,3
6TH WARD - PITTSBURGH,2020,11,120.16965127238454,120.16965127238454,1
6TH WARD - PITTSBURGH,2020,12,157.75509946219884,157.75509946219884,2
6TH WARD - PITTSBURGH,2021,1,236.7175170962651,236.7175170962651,1
6TH WARD - PITTSBURGH,2021,2,299.9472364672365,299.9472364672365,2
6TH WARD - PITTSBURGH,2021,3,237.0619446638781,225.2252252252252,5
6TH WARD - PITTSBURGH,2021,4,169.06330663063133,158.26485844483227,4
