MUNIDESC,SF_BUCKET,MEAN_PPSF,MEDIAN_PPSF,STD_PPSF,SAMPLE_SIZE,TIME_BAND
CARNEGIE,0–1000,106.06908647029233,103.83784939340495,43.294184737657645,18,2013_2017
CARNEGIE,1001–1500,97.04364078794168,101.1308047402508,27.295687255118576,108,2013_2017
CARNEGIE,1501–2000,76.23546395463033,75.23302263648469,29.871063905940098,37,2013_2017
CARNEGIE,2001–2500,69.10395319701973,72.85974499089254,22.777448313932048,15,2013_2017
CARNEGIE,2501–3000,58.573774226631436,46.7814371257485,28.69808350374248,9,2013_2017
CARNEGIE,3001+,44.25519024224792,44.25519024224792,19.05430925437365,2,2013_2017
CASTLE SHANNON,0–1000,124.67430605145147,130.55555555555554,25.830875288244705,57,2013_2017
CASTLE SHANNON,1001–1500,102.20359207498248,106.09957040607026,22.743113375798117,118,2013_2017
CASTLE SHANNON,1501–2000,88.56566388667457,86.53482082488168,24.086434213190834,18,2013_2017
CASTLE SHANNON,2001–2500,73.01985490386804,72.77815934065933,8.37566307818061,6,2013_2017
CHALFANT,0–1000,73.71829444026282,76.9123234640476,15.98697443213587,6,2013_2017
CHALFANT,1001–1500,72.70632001031318,73.11019757025403,21.34999338113292,6,2013_2017
CHALFANT,1501–2000,45.751633986928105,45.751633986928105,,1,2013_2017
CHALFANT,2001–2500,65.5893536121673,65.5893536121673,,1,2013_2017
CHESWICK,0–1000,104.40553879782647,117.68595518595518,30.870515548509292,6,2013_2017
CHESWICK,1001–1500,86.31456551212247,85.77064050229248,23.66831672846803,14,2013_2017
CHESWICK,1501–2000,72.47384241186273,63.092269326683294,28.130389012472982,15,2013_2017
CHESWICK,2001–2500,90.16839958088164,89.77230772621823,18.031852025951242,4,2013_2017
CHESWICK,2501–3000,96.29629629629628,96.29629629629628,,1,2013_2017
CHURCHILL,0–1000,105.34576795150046,98.77800407331976,29.425308107299653,3,2013_2017
CHURCHILL,1001–1500,94.65050583285294,96.29229435676709,24.903515126614955,42,2013_2017
CHURCHILL,1501–2000,90.44737858795745,90.06890028982158,25.77489612659751,38,2013_2017
CHURCHILL,2001–2500,94.20391714090479,95.0792326939116,21.081982290449655,31,2013_2017
CHURCHILL,2501–3000,84.61411227829623,87.41543393388764,20.723896684892146,8,2013_2017
CHURCHILL,3001+,58.45451953236385,58.45451953236385,,1,2013_2017
COLLIER,0–1000,130.75750350805353,135.13513513513513,39.95946205241181,11,2013_2017
COLLIER,1001–1500,128.4709458236699,135.9447004608295,32.49931319723768,21,2013_2017
COLLIER,1501–2000,128.89794248910172,131.22682521416698,38.99475987108832,54,2013_2017
COLLIER,2001–2500,131.05550412620738,126.66227599697123,28.07643190893792,74,2013_2017
COLLIER,2501–3000,132.51844161874058,129.45590994371483,32.63380087519367,29,2013_2017
COLLIER,3001+,151.98436961117108,159.2490986561783,34.158932070533105,31,2013_2017
CORAOPOLIS,0–1000,75.44705031555861,71.24764799536835,24.646720649467046,8,2013_2017
CORAOPOLIS,1001–1500,63.355897309354425,59.65909090909091,26.00275355858184,65,2013_2017
CORAOPOLIS,1501–2000,67.77806540681838,66.92418642661983,24.07261762721839,30,2013_2017
CORAOPOLIS,2001–2500,53.60300934267127,46.910983170947745,21.059095493021015,7,2013_2017
CORAOPOLIS,3001+,44.138318807984255,44.138318807984255,,1,2013_2017
CRAFTON,0–1000,88.1983721811912,89.88015978695073,11.579743891162094,7,2013_2017
CRAFTON,1001–1500,84.52663146377635,86.80555555555556,23.1016824079892,29,2013_2017
CRAFTON,1501–2000,71.05728128113505,68.08278867102396,22.164943633307555,27,2013_2017
CRAFTON,2001–2500,72.39858242261579,72.1947194719472,16.263100919457248,17,2013_2017
CRAFTON,2501–3000,62.41898934367554,68.8715953307393,16.094055010877973,11,2013_2017
CRAFTON,3001+,61.699177313024094,54.673182651191205,18.81628234379994,13,2013_2017
CRESCENT,0–1000,104.75542975975893,100.38012938565424,31.20792185827167,8,2013_2017
CRESCENT,1001–1500,117.80082568261017,114.58333333333331,37.925239759172364,41,2013_2017
CRESCENT,1501–2000,107.56658914825108,119.28104575163398,37.486558451795474,13,2013_2017
CRESCENT,2001–2500,102.66030020169562,103.50491712527273,17.94682968607836,10,2013_2017
CRESCENT,2501–3000,102.39386121471318,98.83198562443846,13.06854147990421,4,2013_2017
DORMONT,0–1000,104.75815619555301,103.05663373323924,32.200877997566174,10,2013_2017
DORMONT,1001–1500,90.42056700458858,94.8662640207075,24.163327422567328,93,2013_2017
DORMONT,1501–2000,82.89604385854992,87.03858392999204,22.048172064029377,64,2013_2017
DORMONT,2001–2500,75.64395157877821,74.16294315485189,18.77191608634211,38,2013_2017
DORMONT,2501–3000,58.566401159566894,60.99974807394999,20.28074555475266,16,2013_2017
DORMONT,3001+,65.18204769013084,70.00622277535781,18.00768077829274,5,2013_2017
DRAVOSBURG,0–1000,71.59241403752834,70.64551607445009,12.070261371340353,8,2013_2017
DRAVOSBURG,1001–1500,38.192563554288434,46.25,17.785672945961288,5,2013_2017
DRAVOSBURG,1501–2000,41.77444740016382,44.47511336330517,15.119785937900945,6,2013_2017
DRAVOSBURG,2001–2500,39.28220255653884,39.28220255653884,,1,2013_2017
EAST DEER,0–1000,88.23592032967034,73.83333333333334,48.63520739925525,4,2013_2017
EAST DEER,1001–1500,71.76660643191575,71.875,45.49592546206527,15,2013_2017
EAST DEER,1501–2000,28.467545760282025,25.672371638141808,27.048139414367714,3,2013_2017
EAST DEER,2001–2500,66.45979490315106,66.45979490315106,58.26388359233143,2,2013_2017
EAST DEER,3001+,9.08119658119658,9.08119658119658,,1,2013_2017
EAST MCKEESPORT,0–1000,72.00668515535254,74.99859198558192,13.34201033275984,4,2013_2017
EAST MCKEESPORT,1001–1500,48.73259937995193,51.20089579224195,17.30917481170948,16,2013_2017
EAST MCKEESPORT,1501–2000,37.004559210410044,35.85249857448619,10.262545530300864,6,2013_2017
EAST MCKEESPORT,2501–3000,16.618157306750312,16.43535427319211,0.9507728234486728,3,2013_2017
EAST MCKEESPORT,3001+,15.489467162329616,15.489467162329616,,1,2013_2017
EAST PITTSBURGH,0–1000,25.0,25.0,,1,2013_2017
EAST PITTSBURGH,1001–1500,28.97283459974159,23.805629758854423,19.314988302076088,6,2013_2017
EAST PITTSBURGH,1501–2000,19.769591188473857,18.684566024991557,5.924731869359297,10,2013_2017
EAST PITTSBURGH,2001–2500,15.029586401852441,11.975709799397553,13.614075344327077,4,2013_2017
EDGEWOOD,0–1000,108.47494266410463,111.51960784313727,37.98184292639956,4,2013_2017
EDGEWOOD,1001–1500,121.90233601124977,120.20440251572327,41.710936934287496,29,2013_2017
EDGEWOOD,1501–2000,101.77741142793445,99.37070938215103,29.193625555247298,36,2013_2017
EDGEWOOD,2001–2500,101.49690182280543,96.28822608855748,35.44486854959362,20,2013_2017
EDGEWOOD,2501–3000,116.80362339659071,106.61601098503584,38.39594648434037,12,2013_2017
EDGEWOOD,3001+,100.099475010579,108.86515792883293,30.4821805340772,10,2013_2017
EDGEWORTH,0–1000,123.87944474425856,123.87944474425856,115.111022520467,2,2013_2017
EDGEWORTH,1001–1500,185.1481437307654,176.03619754983566,32.066725408683624,8,2013_2017
EDGEWORTH,1501–2000,198.2210709635216,201.9607843137255,87.48938181192143,9,2013_2017
EDGEWORTH,2001–2500,185.81147144251267,189.67474916316178,42.55635705409874,14,2013_2017
EDGEWORTH,2501–3000,176.0772461516466,164.57100591715977,60.434684533383155,9,2013_2017
EDGEWORTH,3001+,207.2621838078383,206.91616832292675,82.59252122332057,28,2013_2017
ELIZABETH BORO,0–1000,85.5159927018171,100.40214477211796,48.56525164939128,3,2013_2017
ELIZABETH BORO,1001–1500,65.14011003065671,59.4541910331384,26.963073698621383,6,2013_2017
ELIZABETH BORO,1501–2000,34.96287128712871,34.96287128712871,,1,2013_2017
ELIZABETH BORO,2001–2500,41.94901059517789,47.945205479452056,19.80263195438323,3,2013_2017
ELIZABETH TWP,0–1000,93.75075092816428,91.36178861788618,27.229556731451098,35,2013_2017
ELIZABETH TWP,1001–1500,88.33272538607234,92.03405017921148,30.559276125155282,128,2013_2017
ELIZABETH TWP,1501–2000,86.89615431368014,88.0716934487021,22.83941064123948,63,2013_2017
ELIZABETH TWP,2001–2500,85.55541954706338,74.71537001897534,39.04684428868393,11,2013_2017
ELIZABETH TWP,2501–3000,83.5522151328276,90.27458592132504,23.12157205437268,16,2013_2017
ELIZABETH TWP,3001+,51.32874716303171,71.62951167728238,34.107358512265904,5,2013_2017
EMSWORTH,0–1000,86.78181499957707,91.29032258064515,34.79404015984084,23,2013_2017
EMSWORTH,1001–1500,105.4527358697424,109.44512746326352,22.93372475604492,28,2013_2017
EMSWORTH,1501–2000,83.91884059638582,89.28571428571429,28.087386743003485,13,2013_2017
EMSWORTH,2001–2500,71.6612682386866,73.28221285799353,24.932728289394003,6,2013_2017
EMSWORTH,2501–3000,75.43957464058653,75.43957464058653,24.15912903708747,2,2013_2017
ETNA,0–1000,72.34891223514495,70.3125,28.88949887262726,7,2013_2017
ETNA,1001–1500,60.53947216283736,55.956239122104805,27.76147689216712,30,2013_2017
ETNA,1501–2000,49.802182952590556,49.8046875,12.870647259464548,13,2013_2017
ETNA,2001–2500,46.58497501179706,40.55299539170507,12.205143793547121,5,2013_2017
ETNA,2501–3000,26.007039499413377,26.007039499413377,,1,2013_2017
FAWN,0–1000,74.92629310197457,72.86765592954518,11.579243801212096,4,2013_2017
FAWN,1001–1500,78.14571875763143,81.61350844277673,25.973365883129404,13,2013_2017
FAWN,1501–2000,68.374557878226,70.05749675395631,27.435529202270054,10,2013_2017
FAWN,2001–2500,121.95121951219512,121.95121951219512,,1,2013_2017
FAWN,3001+,88.46947803007963,88.46947803007963,,1,2013_2017
FINDLAY,0–1000,123.02107069946103,112.3332158797275,27.19620422883639,14,2013_2017
FINDLAY,1001–1500,104.57973814696071,105.0275482093664,38.75597082673693,43,2013_2017
FINDLAY,1501–2000,118.40513375488972,125.20325203252033,37.57041270234502,35,2013_2017
FINDLAY,2001–2500,116.97765300036632,116.93201414261279,22.231691374082377,36,2013_2017
FINDLAY,2501–3000,115.59644220386132,129.5355587808418,51.08224836321201,7,2013_2017
FINDLAY,3001+,82.57417529861257,84.55948446794449,26.90101166097316,10,2013_2017
FOREST HILLS,0–1000,76.30765235052505,74.06918912487359,20.998160174945447,14,2013_2017
FOREST HILLS,1001–1500,91.2593466658655,87.74948080443048,28.78843339900897,82,2013_2017
FOREST HILLS,1501–2000,87.86552287793882,86.6745283018868,31.02045902821051,57,2013_2017
FOREST HILLS,2001–2500,83.74142127129747,83.38100112395632,31.508844242568458,20,2013_2017
FOREST HILLS,2501–3000,96.16547990325368,102.17391304347828,21.720243204294363,7,2013_2017
FOREST HILLS,3001+,88.07395398491198,88.41177614855059,18.768322774826864,8,2013_2017
FORWARD,0–1000,98.96069538926682,98.96069538926682,9.005857341642722,2,2013_2017
FORWARD,1001–1500,70.90261216012637,71.36939571150097,38.91249577371373,20,2013_2017
FORWARD,1501–2000,84.97782135675018,79.10801377993394,20.147146944582527,4,2013_2017
FORWARD,2001–2500,91.55579444095213,85.40515653775323,27.02309093586434,3,2013_2017
FORWARD,2501–3000,49.719440301157746,49.719440301157746,44.4125594912862,2,2013_2017
FORWARD,3001+,89.17589175891759,89.17589175891759,,1,2013_2017
FOX CHAPEL,1001–1500,239.73086001642037,200.44386288998356,143.57290749975814,4,2013_2017
FOX CHAPEL,1501–2000,150.34133027291344,142.28799089356858,38.054502014454556,7,2013_2017
FOX CHAPEL,2001–2500,158.96902741732072,157.0336222136313,51.791200817507125,12,2013_2017
FOX CHAPEL,2501–3000,183.40344374816962,186.87410586552215,49.55663796005687,33,2013_2017
FOX CHAPEL,3001+,181.58814677835912,180.12136683885586,53.71213665515164,96,2013_2017
FRANKLIN PARK,0–1000,163.73568866769466,151.21328389655457,67.25434657707208,8,2013_2017
FRANKLIN PARK,1001–1500,135.1814735946225,124.85118551835193,28.72921506168825,50,2013_2017
FRANKLIN PARK,1501–2000,137.17262536766526,137.34901272058482,23.875418543315405,78,2013_2017
FRANKLIN PARK,2001–2500,143.39296925640284,143.80620993993085,32.42280378824248,86,2013_2017
FRANKLIN PARK,2501–3000,139.70394673030646,139.61605584642234,30.635199937881065,115,2013_2017
FRANKLIN PARK,3001+,139.02133071339853,138.16172193135543,51.76324464604031,109,2013_2017
FRAZER,0–1000,89.86928104575163,89.86928104575163,,1,2013_2017
FRAZER,1001–1500,90.44383734918968,64.73724295506474,59.85985543785423,5,2013_2017
FRAZER,1501–2000,87.16431094864193,79.3580169720138,41.26174026665623,8,2013_2017
FRAZER,2501–3000,62.67280057516768,62.67280057516768,14.941902924409536,2,2013_2017
GLASSPORT,0–1000,42.89595585784914,42.26475279106858,18.483349564307396,12,2013_2017
GLASSPORT,1001–1500,41.761126871091214,37.03703703703704,22.0495880151865,31,2013_2017
GLASSPORT,1501–2000,41.06529439248668,38.39285714285714,21.377507706538108,10,2013_2017
GLASSPORT,2001–2500,38.976787455897444,38.61697350696003,18.04209523931211,7,2013_2017
GLASSPORT,2501–3000,47.26786396637371,47.26786396637371,,1,2013_2017
GLEN OSBORNE,1001–1500,161.085516220827,160.9523076636072,14.821579664259247,4,2013_2017
GLEN OSBORNE,1501–2000,79.35783110666003,71.97943444730078,16.44562712624126,3,2013_2017
GLEN OSBORNE,2001–2500,163.18193940900443,150.1429933269781,56.35314515515115,7,2013_2017
GLEN OSBORNE,2501–3000,142.0715529184281,159.15915915915917,71.75215341347665,9,2013_2017
GLEN OSBORNE,3001+,175.64475630803864,176.0419611381716,45.18548526504076,10,2013_2017
GLENFIELD,2001–2500,175.85034013605443,175.85034013605443,,1,2013_2017
GREENTREE,0–1000,146.96062185172792,145.14514514514514,20.356653360589295,13,2013_2017
GREENTREE,1001–1500,122.42527077677005,120.91503267973856,24.014212813118245,56,2013_2017
GREENTREE,1501–2000,104.83175291705946,107.4095347501436,24.816288451115504,45,2013_2017
GREENTREE,2001–2500,97.88607543683305,93.9982347749338,28.208345227386342,9,2013_2017
GREENTREE,2501–3000,93.66431724784604,88.8804841149773,22.711801010140505,3,2013_2017
HAMPTON,0–1000,151.24448299322168,161.4123581336696,40.29850131859362,23,2013_2017
HAMPTON,1001–1500,129.1602067574174,124.77744807121661,32.95621743783981,142,2013_2017
HAMPTON,1501–2000,126.27869365206905,128.14253310468618,31.13861802576353,104,2013_2017
HAMPTON,2001–2500,127.91440936254403,128.4195982241257,33.689958788933104,88,2013_2017
HAMPTON,2501–3000,140.82633799311796,141.36904761904762,31.312830578962117,51,2013_2017
HAMPTON,3001+,137.6505842795655,133.587786259542,43.81111624049906,59,2013_2017
HARMAR,0–1000,78.05439169785387,46.102864583333336,64.27955340695233,10,2013_2017
HARMAR,1001–1500,86.65588435867399,83.97726906854696,28.968416492159292,18,2013_2017
HARMAR,1501–2000,104.19274781187497,114.77097272259392,31.207849372689743,15,2013_2017
HARMAR,2001–2500,117.36770123161111,103.862660944206,47.70003831583487,13,2013_2017
HARMAR,2501–3000,125.33826368617626,132.19531560142914,21.103353644862814,5,2013_2017
HARMAR,3001+,133.5491101352644,136.30463003028993,17.415015548572654,11,2013_2017
HARRISON,0–1000,80.68969871837861,84.17565607803405,24.935415988939294,38,2013_2017
HARRISON,1001–1500,75.21178687012831,76.63094588035432,32.650507982897565,96,2013_2017
HARRISON,1501–2000,70.63329512145613,77.18609512677577,27.699539745208284,58,2013_2017
HARRISON,2001–2500,74.76451333757805,82.72058823529412,29.39314113712878,17,2013_2017
HARRISON,2501–3000,77.00951923063137,81.95812049701678,37.682642228984875,6,2013_2017
HARRISON,3001+,54.36767157002479,64.55777921239509,23.944729345176473,5,2013_2017
HAYSVILLE,1001–1500,91.04938271604938,91.04938271604938,,1,2013_2017
HEIDELBERG,0–1000,93.08492126596502,89.39393939393939,44.75576534112005,6,2013_2017
HEIDELBERG,1001–1500,97.94015175922148,94.1105728441986,20.83420323870535,26,2013_2017
HEIDELBERG,1501–2000,75.84717305191397,82.063305978898,18.792553791167226,3,2013_2017
HOMESTEAD,0–1000,8.391608391608392,8.391608391608392,,1,2013_2017
HOMESTEAD,1001–1500,15.247972184749328,8.796296296296298,15.660681970941441,12,2013_2017
HOMESTEAD,1501–2000,26.972331962431568,21.671833023351933,20.441001166312446,4,2013_2017
HOMESTEAD,2001–2500,11.588430516566248,9.92779783393502,5.948248602764509,3,2013_2017
HOMESTEAD,2501–3000,17.17622810030917,17.17622810030917,,1,2013_2017
INDIANA,0–1000,133.70687059105967,112.5,56.324957126516324,11,2013_2017
INDIANA,1001–1500,109.18841455448688,111.3834422657952,36.13670443399002,36,2013_2017
INDIANA,1501–2000,108.51068135340535,109.8199799785978,13.730825931137765,18,2013_2017
INDIANA,2001–2500,137.91491165316057,127.33564013840832,37.3730977325341,21,2013_2017
INDIANA,2501–3000,108.25109784888537,116.34477146734756,47.218577688357115,16,2013_2017
INDIANA,3001+,140.3154008427079,141.16094986807389,45.189619674905515,27,2013_2017
INGRAM,0–1000,83.45711519729535,83.66692846210353,38.54053383802117,6,2013_2017
INGRAM,1001–1500,78.93214303736458,87.63157894736842,30.11359569042456,31,2013_2017
INGRAM,1501–2000,60.898165347701514,58.83507853403141,18.87334978965292,19,2013_2017
INGRAM,2001–2500,56.37188030865858,54.11764705882353,16.213534944492224,9,2013_2017
INGRAM,2501–3000,57.290717136508505,57.56041254268903,21.125917297028636,4,2013_2017
INGRAM,3001+,66.66666666666667,66.66666666666667,,1,2013_2017
JEFFERSON HILLS,0–1000,99.22474031202964,96.875,31.965496420681006,47,2013_2017
JEFFERSON HILLS,1001–1500,101.59261028150087,98.32720011317865,36.28810165698874,54,2013_2017
JEFFERSON HILLS,1501–2000,111.41333059238359,117.4498746867168,35.887445723515405,53,2013_2017
JEFFERSON HILLS,2001–2500,125.10456813773999,126.33601916026115,30.123758678627723,42,2013_2017
JEFFERSON HILLS,2501–3000,106.29765040767715,112.98436284180491,34.8164567515656,20,2013_2017
JEFFERSON HILLS,3001+,108.15529476499344,107.53911806543384,48.54887018607283,19,2013_2017
KENNEDY,0–1000,122.40454492135638,130.0,36.4385089277131,36,2013_2017
KENNEDY,1001–1500,117.71069587762175,121.74128662074669,31.46188060149576,76,2013_2017
KENNEDY,1501–2000,115.03799821555685,115.62719477337689,25.796477034462914,76,2013_2017
KENNEDY,2001–2500,109.24377135388767,110.23029229406556,19.45097812649719,37,2013_2017
KENNEDY,2501–3000,91.52108900427079,101.16868519462861,37.46656791304184,14,2013_2017
KENNEDY,3001+,101.58731721418815,101.75502833599889,29.32499245474753,4,2013_2017
KILBUCK,1001–1500,170.03574009168673,178.27586206896552,47.689445582341264,3,2013_2017
KILBUCK,1501–2000,152.57752425255498,176.6627078384798,44.21758593302489,5,2013_2017
KILBUCK,2001–2500,118.03144835104466,115.07936507936508,26.504693062929327,3,2013_2017
LEET,0–1000,82.0316470974368,74.82185273159145,24.463313822655923,3,2013_2017
LEET,1001–1500,78.82706727720164,79.81265380646187,33.147130552418936,10,2013_2017
LEET,1501–2000,126.25427766641896,133.2042897804283,33.74455178799823,14,2013_2017
LEET,2001–2500,107.93602810934567,117.04545454545456,32.088806926009795,7,2013_2017
LEET,2501–3000,126.6905211424777,135.27758257203092,32.62430031301774,5,2013_2017
LEET,3001+,137.37240406989764,134.84362731039548,15.879893127649026,4,2013_2017
LEETSDALE,0–1000,82.59257283781517,76.11111111111111,35.66990693541552,12,2013_2017
LEETSDALE,1001–1500,89.42137128116991,72.2226430976431,77.29501215763541,10,2013_2017
LEETSDALE,1501–2000,99.17538849753956,95.26448248927439,55.41951970418608,4,2013_2017
LEETSDALE,2001–2500,91.3679446056876,64.32183908045977,75.08012106482045,5,2013_2017
LIBERTY,0–1000,75.18714398193393,74.23188405797102,17.281361369155736,28,2013_2017
LIBERTY,1001–1500,56.99862776740826,63.53839775481567,20.277907185337245,22,2013_2017
LIBERTY,1501–2000,62.28543668485369,59.09389363099147,21.029146387895207,9,2013_2017
LIBERTY,2001–2500,33.56481481481482,33.56481481481482,,1,2013_2017
LIBERTY,2501–3000,52.13620658343058,56.20014503263234,32.64537261885902,3,2013_2017
LINCOLN,0–1000,70.52289074095216,74.21052631578948,20.508202736084122,3,2013_2017
LINCOLN,1001–1500,50.21539617383373,38.693035253654344,31.28995169072205,3,2013_2017
LINCOLN,1501–2000,76.37752318603383,76.37752318603383,,1,2013_2017
MARSHALL,0–1000,130.02809887065538,136.19609164420484,35.596311083125876,6,2013_2017
MARSHALL,1001–1500,141.57900403495287,129.44162436548223,47.35523803290786,17,2013_2017
MARSHALL,1501–2000,140.92020013252872,137.86800577117745,29.129909659383888,54,2013_2017
MARSHALL,2001–2500,141.4428540210677,143.19470699432893,27.06641352788107,69,2013_2017
MARSHALL,2501–3000,146.78478260888767,145.56533246761444,28.83092553308399,52,2013_2017
MARSHALL,3001+,150.18402213615406,155.38242441733445,70.92231264744186,90,2013_2017
MCCANDLESS,0–1000,126.83407294962672,105.0236524383044,47.140352711375385,40,2013_2017
MCCANDLESS,1001–1500,131.03413976932342,128.62394957983196,30.928542153382878,252,2013_2017
MCCANDLESS,1501–2000,129.14670290124295,131.27413127413126,26.17378073027939,267,2013_2017
MCCANDLESS,2001–2500,126.42028833146031,128.36700336700338,26.65394182709973,197,2013_2017
MCCANDLESS,2501–3000,123.1619781447583,126.47131967405284,26.20422314906771,68,2013_2017
MCCANDLESS,3001+,128.28616148882213,132.2277843413143,42.17149783059844,74,2013_2017
MCDONALD,0–1000,34.0,34.0,,1,2013_2017
MCDONALD,1001–1500,42.925824175824175,42.925824175824175,,1,2013_2017
MCDONALD,1501–2000,52.325581395348834,52.325581395348834,,1,2013_2017
MCKEES ROCKS,0–1000,44.597862789440704,41.26610824742268,31.251622737811825,8,2013_2017
MCKEES ROCKS,1001–1500,35.595846013871984,31.25,22.572317234155804,35,2013_2017
MCKEES ROCKS,1501–2000,29.061978193710743,26.595744680851062,16.223667446728903,23,2013_2017
MCKEES ROCKS,2001–2500,13.844915933456733,11.920980926430518,3.8344853920285464,3,2013_2017
MCKEES ROCKS,2501–3000,8.502091648136107,8.502091648136107,3.9333067133680277,2,2013_2017
MCKEES ROCKS,3001+,0.6535947712418301,0.6535947712418301,,1,2013_2017
MILLVALE,0–1000,70.53536231606407,97.29729729729728,47.55918907112384,3,2013_2017
MILLVALE,1001–1500,59.3537217463238,48.27008928571429,35.90127531012058,20,2013_2017
MILLVALE,1501–2000,34.52826814902167,35.26448362720403,12.809561788667391,11,2013_2017
MILLVALE,2001–2500,27.177559308299205,27.54114230396902,4.280092840264774,3,2013_2017
MILLVALE,2501–3000,41.522360679262626,41.522360679262626,13.716561315703439,2,2013_2017
MONROEVILLE,0–1000,100.87914688945226,101.38888888888889,27.95508194303875,67,2013_2017
MONROEVILLE,1001–1500,96.62152109366254,97.9381443298969,23.018837457012136,239,2013_2017
MONROEVILLE,1501–2000,94.19430956335393,93.84985053140358,20.64229954534078,182,2013_2017
MONROEVILLE,2001–2500,95.93802733452574,92.12730318257957,22.518671802126246,75,2013_2017
MONROEVILLE,2501–3000,98.52442231751792,101.6540317022743,28.252449007590677,21,2013_2017
MONROEVILLE,3001+,103.3196228944984,108.33880499015102,43.23652570430073,11,2013_2017
MOON,0–1000,95.68081879529842,88.0,38.7032930169631,79,2013_2017
MOON,1001–1500,115.73971612258188,120.0,34.82235161735543,254,2013_2017
MOON,1501–2000,120.40119182535156,118.4375,26.416972443837377,193,2013_2017
MOON,2001–2500,122.82492640954217,119.6010242085661,33.27893163304545,165,2013_2017
MOON,2501–3000,126.89913729169103,126.29585326953747,36.49845053998856,108,2013_2017
MOON,3001+,140.48688507972653,149.9678869621066,46.66068380212736,49,2013_2017
MT. OLIVER,0–1000,53.77503271115861,54.30621754759686,11.72432667804104,4,2013_2017
MT. OLIVER,1001–1500,29.737918587449602,23.7449118046133,14.053371955091928,23,2013_2017
MT. OLIVER,1501–2000,27.30722003974153,29.133199464524765,12.19839507922942,14,2013_2017
MT. OLIVER,2001–2500,20.427386586895835,20.514384903881215,11.585830521628399,10,2013_2017
MT. OLIVER,2501–3000,34.47511387728309,34.47511387728309,8.591286077591732,2,2013_2017
MT. OLIVER,3001+,12.512347711557458,12.512347711557458,,1,2013_2017
MT.LEBANON,0–1000,116.64569856945066,121.70385395537524,29.81219695116569,13,2013_2017
MT.LEBANON,1001–1500,145.05119119384523,142.83757121989163,33.745684977225984,266,2013_2017
MT.LEBANON,1501–2000,138.99195160085992,134.375,35.208770358840965,323,2013_2017
MT.LEBANON,2001–2500,141.19114201914343,139.0384037141321,41.026810306479994,202,2013_2017
MT.LEBANON,2501–3000,139.99968528996004,138.97209244079815,42.49546499710106,92,2013_2017
MT.LEBANON,3001+,160.87406501856964,163.5605954215619,45.57600900796763,40,2013_2017
MUNHALL,0–1000,64.66222249047901,60.92436974789915,30.558104946193463,33,2013_2017
MUNHALL,1001–1500,64.95937193380955,62.5,24.30644097192906,103,2013_2017
MUNHALL,1501–2000,53.45058606888833,56.186868686868685,23.95243227973166,49,2013_2017
MUNHALL,2001–2500,32.791247565378946,24.31134699595362,22.308742041866623,12,2013_2017
MUNHALL,2501–3000,39.833931401945506,30.00750187546887,22.114619983568964,7,2013_2017
MUNHALL,3001+,30.072271071321797,28.276631344116005,20.4616357464327,3,2013_2017
NEVILLE,0–1000,87.95703787935118,82.66256849159987,29.24077840455507,6,2013_2017
NEVILLE,1001–1500,49.024959481522096,49.780380673499266,10.906471090353799,3,2013_2017
NEVILLE,1501–2000,99.25315799964798,88.35078534031413,54.77879698661523,7,2013_2017
NEVILLE,2001–2500,79.04411764705883,79.04411764705883,,1,2013_2017
NEVILLE,2501–3000,30.721966205837173,30.721966205837173,,1,2013_2017
NORTH BRADDOCK,0–1000,20.005651690884996,18.666573971078975,9.21984089213524,6,2013_2017
NORTH BRADDOCK,1001–1500,33.011887022617245,23.07046979865772,22.126035974289625,19,2013_2017
NORTH BRADDOCK,1501–2000,9.21121844512049,6.658834586466165,6.423587498117386,4,2013_2017
NORTH BRADDOCK,2001–2500,18.587158385545482,15.096153846153848,9.523095612151527,3,2013_2017
NORTH BRADDOCK,3001+,28.735632183908045,28.735632183908045,,1,2013_2017
NORTH FAYETTE,0–1000,117.3853200994907,120.07205182443153,31.726483746360437,56,2013_2017
NORTH FAYETTE,1001–1500,113.15757038379803,110.99938357219911,20.44161743697812,154,2013_2017
NORTH FAYETTE,1501–2000,115.59018075477502,115.40784658653499,23.466909294305598,70,2013_2017
NORTH FAYETTE,2001–2500,116.85114786509408,115.20390070921984,31.300408223478364,77,2013_2017
NORTH FAYETTE,2501–3000,116.95977703786176,112.71927787006953,22.794585164819924,46,2013_2017
NORTH FAYETTE,3001+,115.28546847975294,105.81550825846861,24.978418844779533,12,2013_2017
NORTH VERSAILLES,0–1000,59.53896654350178,66.09046283309958,28.73383456600454,36,2013_2017
NORTH VERSAILLES,1001–1500,60.94154770401428,61.25635439360929,18.658690447072384,94,2013_2017
NORTH VERSAILLES,1501–2000,65.36604624374706,68.28057107386716,22.352322678272746,25,2013_2017
NORTH VERSAILLES,2001–2500,60.608441952567695,46.39762881896945,33.393050750929675,5,2013_2017
NORTH VERSAILLES,2501–3000,76.98723706173539,76.98723706173539,59.35911318664217,2,2013_2017
O''HARA,0–1000,139.6875520150607,122.70516368877026,52.31411679773973,10,2013_2017
O''HARA,1001–1500,131.36097603976614,132.37481962481962,40.27695167981675,56,2013_2017
O''HARA,1501–2000,142.2756532460783,136.04353393085788,39.07938913048959,65,2013_2017
O''HARA,2001–2500,148.96098797903733,148.35164835164835,43.69564469316189,70,2013_2017
O''HARA,2501–3000,147.8954441288988,148.59036901499948,30.919269395651458,46,2013_2017
